회사명,종류,회차,발행액(억원),만기일,평가종류,직전등급,현재등급,평가일,리포트,Type
비케이프로제삼차,ABSTB,1-3,875,,본,,A1 (sf),2021.06.25,S R,자산유동화증권
우리티에스제일차,ABCP,9,300,,본,,A1 (sf),2021.06.25,S,자산유동화증권
지아이비랩제일차,ABCP,65,159.1,,본,,A1 (sf),2021.06.25,S,자산유동화증권
카이로스제사차,ABSTB,9,210,,본,,A2- (sf),2021.06.25,S,자산유동화증권
케이마르스제십오차,ABSTB,9,303,,본,,A1 (sf),2021.06.25,S R,자산유동화증권
퀀텀점프,ABCP,1-1,1200,,본,,A1 (sf),2021.06.25,S,자산유동화증권
파주로지스프로제일차,ABSTB,9,191,,본,,A1 (sf),2021.06.25,S R,자산유동화증권
플랜업온천,ABCP,1,180,,본,,A2+ (sf),2021.06.25,S R,자산유동화증권
해피와이제오차,ABCP,1,1880,,본,,A2+ (sf),2021.06.25,S R,자산유동화증권
더블에스엘제일차,ABSTB,9,700,,본,,A1 (sf),2021.06.24,S R,자산유동화증권
더에이치티씨이제일차,ABSTB,1,700,,본,,A3 (sf),2021.06.24,S R,자산유동화증권
디벨롭화동,ABCP,3,128,,본,,A2 (sf),2021.06.24,S,자산유동화증권
디비안산제일차유동화전문,ABS,1,236.9396195,2024.01.31,본,,AAA (sf),2021.06.24,S R,자산유동화증권
비케이에이스제십칠차,ABSTB,42,81,,본,,A1 (sf),2021.06.24,S,자산유동화증권
에스인천개발제일차,ABCP,2,1200,,본,,A1 (sf),2021.06.24,S,자산유동화증권
웰메이드제일차,ABSTB,2,270,,본,,A1 (sf),2021.06.24,S,자산유동화증권
쥐피에스21제구차,ABSTB,6,230,,본,,A1 (sf),2021.06.24,S R,자산유동화증권
쥐피에스21제팔차,ABSTB,6,225,,본,,A1 (sf),2021.06.24,S R,자산유동화증권
하이레트로제십구차,ABSTB,6,160,,정기,A1 (sf),A1 (sf),2021.06.24,S,자산유동화증권
해피와이제일차,ABCP,1,325,,본,,A1 (sf),2021.06.24,S R,자산유동화증권
해피와이제일차,ABSTB,7,325,,본,,A1 (sf),2021.06.24,S R,자산유동화증권
향동알에스제일차,ABSTB,9,55,,본,,A2+ (sf),2021.06.24,S R,자산유동화증권
구금이길음,ABSTB,3,70,,본,,A2- (sf),2021.06.23,S R,자산유동화증권
그랜드강서제일차,ABSTB,1-1,7300,,본,,A1 (sf),2021.06.23,S,자산유동화증권
그랜드강서제일차,ABCP,2-1,3.6,,본,,A1 (sf),2021.06.23,S,자산유동화증권
부발에이피티제일차,ABSTB,9,70,,본,,A1 (sf),2021.06.23,S R,자산유동화증권
비엔케이경동제일차,ABCP,11,0.5,,수시,,A1 (sf),2021.06.23,S,자산유동화증권
비욘드대명제일차,ABSTB,9,20,,본,,A1 (sf),2021.06.23,S,자산유동화증권
비케이베스트제9차,ABCP,1,2450,,본,,A1 (sf),2021.06.23,S,자산유동화증권
비케이베스트제9차,ABS,1(사모사채),4.36,2023.01.27,본,,AAA (sf),2021.06.23,S,자산유동화증권
산업기반신보제십차유동화전문,ABS,1,924,2040.09.30,정기,AAA (sf),AAA (sf),2021.06.23,S,자산유동화증권
스위트제십육차,ABS,2(사모사채),2.57,2022.12.20,본,,AAA (sf),2021.06.23,S,자산유동화증권
스위트제십육차,ABCP,2-1,1200,,본,,A1 (sf),2021.06.23,S,자산유동화증권
신보2021제13차유동화전문,ABS,1-1,1187.9413,2023.06.29,수시,AAA (sf),AAA (sf),2021.06.23,S,자산유동화증권
신보2021제13차유동화전문,ABS,1-2,37.05864,2023.09.29,수시,C (sf),C (sf),2021.06.23,S,자산유동화증권
에스제이부악제일차,ABSTB,9,400,,본,,A1 (sf),2021.06.23,S R,자산유동화증권
지아이비에이치에스제삼차,ABSTB,4,300,,본,,A3+ (sf),2021.06.23,S,자산유동화증권
컬티베이션제삼차,ABCP,2,2.1,,본,,A1 (sf),2021.06.23,S R,자산유동화증권
케이아이에스대체제십삼차,ABSTB,4,20,,본,,A1 (sf),2021.06.23,S R,자산유동화증권
케이티비파이어레드제삼차,ABSTB,4,22,,본,,A2- (sf),2021.06.23,S R,자산유동화증권
케이희망제19차,ABCP,3,2450,,본,,A1 (sf),2021.06.23,S,자산유동화증권
케이희망제19차,ABS,3(사모사채),4.36,2022.12.26,본,,AAA (sf),2021.06.23,S,자산유동화증권
코너스톤제이차,ABS,4(사모사채),4.4,2022.12.08,본,,AAA (sf),2021.06.23,S,자산유동화증권
코너스톤제이차,ABCP,4-2,1000,,본,,A1 (sf),2021.06.23,S,자산유동화증권
키스아이비플러스제이십칠차,ABSTB,5,641,,본,,A2- (sf),2021.06.23,S,자산유동화증권
트리플에이제15차,ABCP,4,2450,,본,,A1 (sf),2021.06.23,S,자산유동화증권
트리플에이제15차,ABS,4(사모사채),4.36,2022.12.26,본,,AAA (sf),2021.06.23,S,자산유동화증권
하이오션커미트제십이차,ABSTB,6,397,,본,,A1 (sf),2021.06.23,S,자산유동화증권
헤라클레스제십육차,ABSTB,11,343,,본,,A2- (sf),2021.06.23,S,자산유동화증권
그랜드픽,ABCP,8,500,,본,,A2- (sf),2021.06.22,S,자산유동화증권
더블에스와이제팔차,ABSTB,9,850,,본,,A1 (sf),2021.06.22,S R,자산유동화증권
디비유검단제일차,ABSTB,8,20,,본,,A1 (sf),2021.06.22,S R,자산유동화증권
디에스프로젝트원유동화전문,ABS,1,1500,2023.08.10,정기,AAA (sf),AAA (sf),2021.06.22,S,자산유동화증권
엠성내동제일차,ABSTB,3,120,,본,,A1 (sf),2021.06.22,S R,자산유동화증권
엠아이제육차,ABSTB,9,50,,본,,A1 (sf),2021.06.22,S R,자산유동화증권
제이비우리캐피탈오토제이십삼차유동화전문,ABS,1-26,50,2026.12.24,수시,AA (sf),AA (sf),2021.06.22,S,자산유동화증권
제이비우리캐피탈오토제이십삼차유동화전문,ABS,1-27,45,2027.01.22,수시,A (sf),A (sf),2021.06.22,S,자산유동화증권
제이비우리캐피탈오토제이십삼차유동화전문,ABS,1-28,45,2027.02.24,수시,BBB (sf),BBB (sf),2021.06.22,S,자산유동화증권
제이비우리캐피탈오토제이십삼차유동화전문,ABS,1-9,30,2022.03.24,수시,AAA (sf),AAA (sf),2021.06.22,S,자산유동화증권
중일프로젝트원유동화전문,ABS,1,1000,2026.04.24,본,,AAA (sf),2021.06.22,S R,자산유동화증권
키스아이비제사십일차,ABSTB,8,202,,본,,A1 (sf),2021.06.22,S R,자산유동화증권
파크애비뉴제일차,ABSTB,14,200,,정기,A1 (sf),A1 (sf),2021.06.22,S,자산유동화증권
하이레인메이커제십구차,ABSTB,9,203,,본,,A1 (sf),2021.06.22,S,자산유동화증권
하이아이비제십삼차,ABCP,1,615,,본,,A1 (sf),2021.06.22,S,자산유동화증권
네트로드제일차,ABSTB,8,20,,본,,A1 (sf),2021.06.21,S R,자산유동화증권
리치게이트제십일차,ABCP,14,250,,정기,A1 (sf),A1 (sf),2021.06.21,S,자산유동화증권
리치게이트제팔차,ABSTB,12,300,,정기,A1 (sf),A1 (sf),2021.06.21,S,자산유동화증권
불두제삼차,ABL,,500,,정기,AA- (sf),AA- (sf),2021.06.21,S,자산유동화증권
불두제이차,ABSTB,29,200,,정기,A1 (sf),A1 (sf),2021.06.21,S,자산유동화증권
불두제일차,ABCP,29,648,,정기,A1 (sf),A1 (sf),2021.06.21,S,자산유동화증권
불두제일차,ABSTB,29.,500,,정기,A1 (sf),A1 (sf),2021.06.21,S,자산유동화증권
써니금융제십차,ABSTB,12,300,,정기,A1 (sf),A1 (sf),2021.06.21,S,자산유동화증권
원더풀지엠제구차,ABCP,2-1,2450,,본,,A1 (sf),2021.06.21,S,자산유동화증권
원더풀지엠제구차,ABS,2-2(사모사채),4.5,2022.12.19,본,,AAA (sf),2021.06.21,S,자산유동화증권
케이희망제19차,ABCP,2,2450,,본,,A1 (sf),2021.06.21,S,자산유동화증권
케이희망제19차,ABS,2(사모사채),4.42,2022.12.26,본,,AAA (sf),2021.06.21,S,자산유동화증권
트루에스에이치제일차,ABSTB,8,20,,본,,A1 (sf),2021.06.21,S,자산유동화증권
트리플에이제14차,ABCP,5,2450,,본,,A1 (sf),2021.06.21,S,자산유동화증권
트리플에이제14차,ABS,5(사모사채),4.42,2022.12.26,본,,AAA (sf),2021.06.21,S,자산유동화증권
티월드제육십오차유동화전문,ABS,1-9,100,2022.03.30,본,,AAA (sf),2021.06.21,S R,자산유동화증권
퍼스트파이브지제오십칠차유동화전문,ABS,1-9,100,2022.03.30,본,,AAA (sf),2021.06.21,S R,자산유동화증권
경산중산랜드마크,ABSTB,1-1,400,,본,,A3 (sf),2021.06.18,S,자산유동화증권
디비이천중리,ABSTB,9,80,,정기,A1 (sf),A1 (sf),2021.06.18,S,자산유동화증권
비욘드압량제이차,ABSTB,3,1150,,본,,A2+ (sf),2021.06.18,S,자산유동화증권
원더풀지엠제칠차,ABCP,2-1,2450,,본,,A1 (sf),2021.06.18,S,자산유동화증권
원더풀지엠제칠차,ABS,2-2(사모사채),4.5,2022.12.16,본,,AAA (sf),2021.06.18,S,자산유동화증권
원더풀지엠제팔차,ABCP,2-1,2450,,본,,A1 (sf),2021.06.18,S,자산유동화증권
원더풀지엠제팔차,ABS,2-2(사모사채),4.5,2022.12.16,본,,AAA (sf),2021.06.18,S,자산유동화증권
이너피스제칠차,ABCP,3,2050,,본,,A1 (sf),2021.06.18,S,자산유동화증권
이너피스제칠차,ABS,3(사모사채),3.7,2022.12.09,본,,AAA (sf),2021.06.18,S,자산유동화증권
케이희망제19차,ABCP,1,2450,,본,,A1 (sf),2021.06.18,S,자산유동화증권
케이희망제19차,ABS,1(사모사채),4.43,2022.12.26,본,,AAA (sf),2021.06.18,S,자산유동화증권
하이얼티밋제육차,ABSTB,17,150,,정기,A1 (sf),A1 (sf),2021.06.18,S,자산유동화증권
기은센성남디에프아이,ABSTB,1,310,,본,,A1 (sf),2021.06.17,S,자산유동화증권
데메테르제일차,ABSTB,4,3269,,본,,A1 (sf),2021.06.17,S,자산유동화증권
디벨롭국사,ABSTB,9,200,,본,,A1 (sf),2021.06.17,S,자산유동화증권
르웨스트제사차,ABSTB,9,1800,,본,,A1 (sf),2021.06.17,S,자산유동화증권
르웨스트제삼차,ABSTB,9,1197,,본,,A1 (sf),2021.06.17,S R,자산유동화증권
르웨스트제오차,ABSTB,9,1406,,본,,A1 (sf),2021.06.17,S,자산유동화증권
르웨스트제육차,ABSTB,9,500,,본,,A1 (sf),2021.06.17,S,자산유동화증권
비욘드국사제이차,ABSTB,9,100,,본,,A1 (sf),2021.06.17,S,자산유동화증권
비욘드국사제일차,ABSTB,9,700,,본,,A1 (sf),2021.06.17,S R,자산유동화증권
비케이에이스제십칠차,ABSTB,41,99,,본,,A1 (sf),2021.06.17,S,자산유동화증권
빅토리디비제일차,ABSTB,4,65,,본,,A1 (sf),2021.06.17,S,자산유동화증권
스톤헨지제일차,ABSTB,4,50,,본,,A3+ (sf),2021.06.17,S,자산유동화증권
신보2021제13차유동화전문,ABS,1-1,1208.4803,2023.06.29,본,,AAA (sf),2021.06.17,S R,자산유동화증권
신보2021제13차유동화전문,ABS,1-2,37.12968,2023.09.29,본,,C (sf),2021.06.17,S R,자산유동화증권
아이비케이위즈덤제삼차,ABSTB,4,65,,본,,A1 (sf),2021.06.17,S R,자산유동화증권
에스에이치만촌제이차,ABCP,3-2,700,,본,,A2 (sf),2021.06.17,S,자산유동화증권
엠에이삼송제일차,ABSTB,9,200,,본,,A1 (sf),2021.06.17,S R,자산유동화증권
원펀치블루제일차,ABSTB,8,147,,정기,A2 (sf),A2 (sf),2021.06.17,S,자산유동화증권
인터그레이트제사차,ABS,1-1,100,2022.06.20,본,,BBB+ (sf),2021.06.17,S R,자산유동화증권
지아이비솔루션제일차,ABSTB,13,556.74,,본,,A1 (sf),2021.06.17,S,자산유동화증권
지아이비에이치알티제이차,ABSTB,3,250,,본,,A3+ (sf),2021.06.17,S,자산유동화증권
지아이비엘제일차,ABSTB,29,469.2,,본,,A2+ (sf),2021.06.17,S,자산유동화증권
트리플에이제15차,ABCP,3,2450,,본,,A1 (sf),2021.06.17,S,자산유동화증권
트리플에이제15차,ABS,3(사모사채),4.29,2022.12.26,본,,AAA (sf),2021.06.17,S,자산유동화증권
파라다이스영종제오차,ABSTB,14,2000,,본,,A2- (sf),2021.06.17,S,자산유동화증권
프레스티지제구차,ABCP,1,2450,,본,,A1 (sf),2021.06.17,S,자산유동화증권
프레스티지제구차,ABS,1(사모사채),4.29,2023.01.31,본,,AAA (sf),2021.06.17,S,자산유동화증권
하이오션커미트제십육차,ABSTB,9,400,,본,,A1 (sf),2021.06.17,S,자산유동화증권
2019기보제삼차유동화전문,ABS,1-1,432.64176,,정기,AAA (sf),AAA (sf),2021.06.16,S,자산유동화증권
2019기보제삼차유동화전문,ABS,1-2,11.59824,,정기,C (sf),C (sf),2021.06.16,S,자산유동화증권
뉴스타춘천제일차,ABCP,5,888,,본,,A1 (sf),2021.06.16,S,자산유동화증권
마린씨티제일차,ABSTB,1-9,700,,정기,A1 (sf),A1 (sf),2021.06.16,S,자산유동화증권
블루문라이트제일차,ABSTB,3,410,,본,,A3 (sf),2021.06.16,S,자산유동화증권
신보2019제12차유동화전문,ABS,1-1,1536.1523,,정기,AAA (sf),AAA (sf),2021.06.16,S,자산유동화증권
신보2019제12차유동화전문,ABS,1-2,49.13766,,정기,C (sf),C (sf),2021.06.16,S,자산유동화증권
엔에이치판교아이스퀘어제이차,ABCP,9,847,,본,,A1 (sf),2021.06.16,S R,자산유동화증권
제이비우리캐피탈오토제이십삼차유동화전문,ABS,1-26,50,2026.12.24,본,,AA (sf),2021.06.16,S R,자산유동화증권
제이비우리캐피탈오토제이십삼차유동화전문,ABS,1-27,45,2027.01.24,본,,A (sf),2021.06.16,S R,자산유동화증권
제이비우리캐피탈오토제이십삼차유동화전문,ABS,1-28,45,2027.02.24,본,,BBB (sf),2021.06.16,S R,자산유동화증권
제이비우리캐피탈오토제이십삼차유동화전문,ABS,1-9,30,2022.03.24,본,,AAA (sf),2021.06.16,S R,자산유동화증권
지아이비솔제일차,ABSTB,14,200,,정기,A1 (sf),A1 (sf),2021.06.16,S,자산유동화증권
케이더블유인천제일차,ABSTB,9,145,,본,,A1 (sf),2021.06.16,S R,자산유동화증권
케이희망제18차,ABCP,5,2450,,본,,A1 (sf),2021.06.16,S,자산유동화증권
케이희망제18차,ABS,5(사모사채),4.29,2022.12.26,본,,AAA (sf),2021.06.16,S,자산유동화증권
하나마이크론제이차,ABSTB,9,160,,정기,A1 (sf),A1 (sf),2021.06.16,S,자산유동화증권
더퍼스트지엠제십차,ABCP,1-1,1700,,본,,A1 (sf),2021.06.15,S,자산유동화증권
더퍼스트지엠제십차,ABS,1-2(사모사채),8.2,2022.12.13,본,,AAA (sf),2021.06.15,S,자산유동화증권
범물유동화제일차,ABSTB,9,111,,정기,A1 (sf),A1 (sf),2021.06.15,S,자산유동화증권
시은제12차,ABCP,6,1100,,본,,A1 (sf),2021.06.15,S,자산유동화증권
시은제12차,ABS,6(사모사채),1.86,2022.12.26,본,,AAA (sf),2021.06.15,S,자산유동화증권
시은제13차,ABCP,3,2400,,본,,A1 (sf),2021.06.15,S,자산유동화증권
시은제13차,ABS,3(사모사채),4.06,2022.12.26,본,,AAA (sf),2021.06.15,S,자산유동화증권
에스타운대구제일차,ABCP,2,1950,,본,,A1 (sf),2021.06.15,S R,자산유동화증권
에스티제이차,ABSTB,9,90,,본,,A1 (sf),2021.06.15,S R,자산유동화증권
에스티제일차,ABSTB,9,1150,,본,,A1 (sf),2021.06.15,S R,자산유동화증권
에코로투스,ABCP,1,600,,본,,A2 (sf),2021.06.15,S R,자산유동화증권
에코피오니,ABS,1(사모사채),10.1,,본,,AAA (sf),2021.06.15,S,자산유동화증권
에코피오니,ABCP,1-1,2088.12,,본,,A1 (sf),2021.06.15,S,자산유동화증권
엠엔와이제삼차,ABCP,1,2100,,본,,A1 (sf),2021.06.15,S,자산유동화증권
엠엔와이제삼차,ABS,1(사모사채),3.7,2023.01.06,본,,AAA (sf),2021.06.15,S,자산유동화증권
와이에프아이논현,ABSTB,9,150,,정기,A1 (sf),A1 (sf),2021.06.15,S,자산유동화증권
케이아이에스춘천집단2호,ABCP,5,1459,,본,,A2+ (sf),2021.06.15,S,자산유동화증권
그린바이오제이차,ABCP,2,700,,본,,A1 (sf),2021.06.14,S,자산유동화증권
메가파크제삼차,ABCP,3,400,,본,,A2+ (sf),2021.06.14,S,자산유동화증권
성거성거제일차,ABSTB,9,100,,본,,A2+ (sf),2021.06.14,S,자산유동화증권
송도플러스제일차,ABSTB,9,120,,본,,A1 (sf),2021.06.14,S R,자산유동화증권
어니스트파인,ABS,5(사모사채),385.486,2022.08.13,본,,AAA (sf),2021.06.14,S,자산유동화증권
에이치디비에이,ABS,2(사모사채),133,2025.12.01,본,,AA- (sf),2021.06.14,S,자산유동화증권
에프엔미추제일차,ABS,2(사모사채),90,2022.06.15,본,,A+ (sf),2021.06.14,S R,자산유동화증권
엠아이제오차,ABSTB,3,50,,본,,A1 (sf),2021.06.14,S R,자산유동화증권
오토피아제육십사차유동화전문,ABS,1-40,100,2022.08.18,정기,AAA (sf),AAA (sf),2021.06.14,S,자산유동화증권
와이엠무비제일차,ABSTB,2,202,,본,,A3+ (sf),2021.06.14,S,자산유동화증권
트루에스유서둔제일차,ABSTB,9,150,,정기,A1 (sf),A1 (sf),2021.06.14,S,자산유동화증권
더에스에프제일차,ABS,1(사모사채),326,2023.03.29,본,,A+ (sf),2021.06.11,S R,자산유동화증권
디벨롭문정,ABSTB,9,150,,정기,A1 (sf),A1 (sf),2021.06.11,S,자산유동화증권
디케이송도,ABSTB,17,150,,본,,A1 (sf),2021.06.11,S,자산유동화증권
비케이에이스제십사차,ABSTB,11,283,,본,,A2- (sf),2021.06.11,S,자산유동화증권
산업기반신보제팔차유동화전문,ABS,1-2,1000,2037.11.25,정기,AAA (sf),AAA (sf),2021.06.11,S,자산유동화증권
알피아산제일차,ABCP,1,300,,본,,A1 (sf),2021.06.11,S R,자산유동화증권
알피아산제일차,ABSTB,9,300,,본,,A1 (sf),2021.06.11,S R,자산유동화증권
엠아이제사차,ABSTB,9,34,,수시,A1 (sf),A1 (sf),2021.06.11,S,자산유동화증권
이너피스제육차,ABCP,3,2050,,본,,A1 (sf),2021.06.11,S,자산유동화증권
이너피스제육차,ABS,3(사모사채),3.3,2022.12.09,본,,AAA (sf),2021.06.11,S,자산유동화증권
클래식블루,ABCP,5-4,506,,정기,A1 (sf),A1 (sf),2021.06.11,S,자산유동화증권
클래식블루,ABSTB,9,2170,,정기,A1 (sf),A1 (sf),2021.06.11,S,자산유동화증권
트루에이치제사차,ABSTB,9,30,,본,,A1 (sf),2021.06.11,S R,자산유동화증권
하나디스플레이제일차,ABCP,21,2000,,정기,A1 (sf),A1 (sf),2021.06.11,S,자산유동화증권
하이운암제일차,ABSTB,9,100,,본,,A1 (sf),2021.06.11,S R,자산유동화증권
한강블루제이차,ABSTB,1,2500,,본,,A2+ (sf),2021.06.11,S R,자산유동화증권
드림빅제이차,ABCP,1-1,1700,,본,,A1 (sf),2021.06.10,S,자산유동화증권
드림빅제이차,ABS,1-2(사모사채),2.7,2022.12.08,본,,AAA (sf),2021.06.10,S,자산유동화증권
리딩스타전주제삼차,ABCP,1,50,,본,,A2 (sf),2021.06.10,S R,자산유동화증권
베스트수정제십이차,ABSTB,9,340,,본,,A1 (sf),2021.06.10,S R,자산유동화증권
비케이에이스제십칠차,ABSTB,40,45,,본,,A1 (sf),2021.06.10,S,자산유동화증권
스위트제십칠차,ABS,1(사모사채),3.97,2022.12.20,본,,AAA (sf),2021.06.10,S,자산유동화증권
스위트제십칠차,ABCP,1-1,2450,,본,,A1 (sf),2021.06.10,S,자산유동화증권
시은제13차,ABCP,2,2450,,본,,A1 (sf),2021.06.10,S,자산유동화증권
시은제13차,ABS,2(사모사채),3.84,2022.12.26,본,,AAA (sf),2021.06.10,S,자산유동화증권
아이비안성제일차,ABSTB,8,100,,수시,A1 (sf),A1 (sf),2021.06.10,S,자산유동화증권
이너피스제오차,ABCP,3,2450,,본,,A1 (sf),2021.06.10,S,자산유동화증권
이너피스제오차,ABS,3(사모사채),4,2022.12.09,본,,AAA (sf),2021.06.10,S,자산유동화증권
케이희망제18차,ABCP,4,2450,,본,,A1 (sf),2021.06.10,S,자산유동화증권
케이희망제18차,ABS,4(사모사채),3.84,2022.12.26,본,,AAA (sf),2021.06.10,S,자산유동화증권
키스아이비제삼십팔차,ABSTB,9,244,,정기,A1 (sf),A1 (sf),2021.06.10,S,자산유동화증권
하이성곡제일차,ABSTB,9,140,,본,,A1 (sf),2021.06.10,S R,자산유동화증권
논현밸류에드제이차,ABSTB,4,240,,본,,A1 (sf),2021.06.09,S,자산유동화증권
논현밸류에드제일차,ABSTB,4,890,,본,,A1 (sf),2021.06.09,S,자산유동화증권
몽중헌제사차,ABCP,3,84,,본,,A1 (sf),2021.06.09,S,자산유동화증권
센텀제이에스,ABSTB,4,110,,본,,A2- (sf),2021.06.09,S,자산유동화증권
에이블유투제일차,ABSTB,12,100,,정기,A1 (sf),A1 (sf),2021.06.09,S,자산유동화증권
에코파인트리제삼차,ABSTB,3-1,50,,본,,A2- (sf),2021.06.09,S,자산유동화증권
엔에스유투제일차,ABSTB,12,200,,정기,A2+ (sf),A2+ (sf),2021.06.09,S,자산유동화증권
엠에스파주운정제일차,ABSTB,9,240,,본,,A1 (sf),2021.06.09,S R,자산유동화증권
원펀치레드제일차,ABSTB,7,170,,본,,A2 (sf),2021.06.09,S R,자산유동화증권
챔피언부산가야,ABSTB,7,270,,본,,A2+ (sf),2021.06.09,S R,자산유동화증권
키스에스에프제팔차,ABSTB,1-1,181,,본,,A2 (sf),2021.06.09,S,자산유동화증권
