기업명,평정,직전등급,현재등급,등급결정일,등급확정일,결산기준,유효기간,요지,재무,보고서,Type
에스케이에코플랜트(주),본,,A2,2010.03.31,2010.03.31,,2011.06.30,,,,기업어음
엔에이치투자증권(주),정기,A1,A1,2010.03.31,2010.03.31,,2010.09.30,,,,기업어음
케이비투자증권(주),정기,A2+,A2+,2010.03.31,2010.03.31,,2010.09.30,,,,기업어음
키움증권(주),정기,A2,A2,2010.03.31,2010.03.31,,2010.09.30,,,,기업어음
한화투자증권(주),본,,A2+,2010.03.31,2010.03.31,,2010.09.30,,,,기업어음
현대시멘트(주),본,,A3+,2010.03.31,2010.03.31,,2011.06.30,,,,기업어음
(주)풍산,본,,A2,2010.03.29,2010.03.29,,2011.06.30,,,,기업어음
한솔홀딩스(주),본,,A2-,2010.03.29,2010.03.29,,2011.06.30,,,,기업어음
씨제이씨지브이(주),본,,A2+,2010.03.24,2010.03.24,,2011.06.30,,,,기업어음
(주)웰가,본,,A2,2010.03.23,2010.03.23,,2011.06.30,,,,기업어음
유진기업(주),본,,A3-,2010.03.17,2010.03.17,,2010.06.30,,,,기업어음
KB캐피탈(주),본,,A2+,2010.03.11,2010.03.11,,2011.06.30,,,,기업어음
와이티캐피탈대부(주),정기,B+,A3-,2010.03.05,2010.03.05,,2010.06.30,,,,기업어음
엘아이지넥스원(주),수시,A2+,A1,2010.03.04,2010.03.04,,2010.06.30,,,,기업어음
산은캐피탈(주),정기,A2+,A2+,2010.03.03,2010.03.03,,2010.09.30,,,,기업어음
삼성증권(주),정기,A1,A1,2010.02.26,2010.02.26,,2010.09.30,,,,기업어음
현대트랜시스(주),정기,A2-,A2,2010.02.26,2010.02.26,,2010.06.30,,,,기업어음
한국투자증권(주),본,,A1,2010.02.25,2010.02.25,,2010.09.30,,,,기업어음
한솔홀딩스(주),수시,A3+,A2-,2010.02.25,2010.02.25,,2010.06.30,,,,기업어음
홈플러스스토어즈(주),정기,A2,A2,2010.02.25,2010.02.25,,2010.08.31,,,,기업어음
선원건설(주),본,,A3-,2010.02.23,2010.02.23,,2010.06.30,,,,기업어음
(주)반도건설,정기,A3,A3,2010.02.22,2010.02.22,,2010.06.30,,,,기업어음
대우자동차판매(주),정기,A3,A3,2010.02.18,2010.02.18,,2010.06.30,,,,기업어음
한화솔루션(주),정기,A2,A2+,2010.02.16,2010.02.16,,2010.06.30,,,,기업어음
미래에셋캐피탈(주),정기,A2,A2,2010.02.09,2010.02.09,,2010.09.30,,,,기업어음
신한종합건설(주),정기,A3-,A3-,2010.02.09,2010.02.09,,2010.06.30,,,,기업어음
현대위아(주),정기,A2-,A2,2010.02.08,2010.02.08,,2010.06.30,,,,기업어음
현대파워텍(주),정기,A2-,A2,2010.02.08,2010.02.08,,2010.06.30,,,,기업어음
(주)메가마크,수시,B+,취소,2010.02.01,2010.02.01,,2010.06.30,,,,기업어음
현대메티아(주),정기,A3,A3,2010.02.01,2010.02.01,,2010.06.30,,,,기업어음
가온전선(주),정기,A2-,A2,2010.01.29,2010.01.29,,2010.06.30,,,,기업어음
군인공제회,정기,A1,A1,2010.01.29,2010.01.29,,2010.06.30,,,,기업어음
도레이케미칼(주),본,,A3,2010.01.29,2010.01.29,,2010.06.30,,,,기업어음
서울메트로,본,,A1,2010.01.29,2010.01.29,,2010.06.30,,,,기업어음
한국스탠다드차타드금융지주(주),본,,A1,2010.01.29,2010.01.29,,2010.06.30,,,,기업어음
현대코스모(주),본,,A3+,2010.01.28,2010.01.28,,2010.06.30,,,,기업어음
(주)대동,정기,A3,A3,2010.01.25,2010.01.25,,2010.06.30,,,,기업어음
(주)효성,정기,A2+,A2+,2010.01.25,2010.01.25,,2010.06.30,,,,기업어음
(주)엘지파워콤,수시,A1,취소,2010.01.22,2010.01.22,,2010.06.30,,,,기업어음
(주)하나금융지주,본,,A1,2010.01.20,2010.01.20,,2010.06.30,,,,기업어음
대림자동차공업(주),정기,A3-,A3-,2010.01.20,2010.01.20,,2010.06.30,,,,기업어음
캠브리지코오롱(주),정기,A3,A3,2010.01.20,2010.01.20,,2010.06.30,,,,기업어음
한화테크엠(주),정기,A3,A3,2010.01.20,2010.01.20,,2010.06.30,,,,기업어음
하나에스케이카드(주),본,,A1,2010.01.19,2010.01.19,,2010.06.30,,,,기업어음
현대로템(주),정기,A2,A2,2010.01.18,2010.01.18,,2010.06.30,,,,기업어음
(주)코오롱,수시,A3+,취소,2010.01.15,2010.01.15,,2010.06.30,,,,기업어음
코오롱인더스트리(주),본,,A3+,2010.01.15,2010.01.15,,2010.06.30,,,,기업어음
(주)삼양홀딩스,정기,A1,A1,2010.01.14,2010.01.14,,2010.06.30,,,,기업어음
제일모직(주),정기,A1,A1,2010.01.14,2010.01.14,,2010.06.30,,,,기업어음
중앙일보(주),정기,A3-,A3-,2010.01.14,2010.01.14,,2010.06.30,,,,기업어음
한신공영(주),본,,A3+,2010.01.14,2010.01.14,,2010.06.30,,,,기업어음
한화호텔앤드리조트(주),정기,A3,A3+,2010.01.13,2010.01.13,,2010.06.30,,,,기업어음
(주)넥솔론,정기,A3+,A3+,2010.01.12,2010.01.12,,2010.06.30,,,,기업어음
(주)두산,정기,A2-,A2-,2010.01.12,2010.01.12,,2010.06.30,,,,기업어음
두산중공업(주),정기,A2,A2,2010.01.12,2010.01.12,,2010.06.30,,,,기업어음
삼성전기(주),정기,A1,A1,2010.01.12,2010.01.12,,2010.06.30,,,,기업어음
롯데푸드(주),정기,A2+,A2+,2010.01.11,2010.01.11,,2010.06.30,,,,기업어음
매일홀딩스(주),정기,A2-,A2-,2010.01.11,2010.01.11,,2010.06.30,,,,기업어음
화성산업(주),정기,A3-,A3-,2010.01.11,2010.01.11,,2010.06.30,,,,기업어음
(주)골든브릿지캐피탈,정기,B,B,2010.01.08,2010.01.08,,2010.06.30,,,,기업어음
(주)케이피케미칼,정기,A1,A1,2010.01.08,2010.01.08,,2010.06.30,,,,기업어음
(주)한국인삼공사,정기,A1,A1,2010.01.08,2010.01.08,,2010.06.30,,,,기업어음
(주)형지에스콰이아,정기,B,B,2010.01.08,2010.01.08,,2010.06.30,,,,기업어음
(주)휴비스,정기,A3-,A3-,2010.01.08,2010.01.08,,2010.06.30,,,,기업어음
삼성에스디에스(주),정기,A1,A1,2010.01.08,2010.01.08,,2010.06.30,,,,기업어음
엘지이노텍(주),정기,A2+,A2+,2010.01.08,2010.01.08,,2010.06.30,,,,기업어음
(주)웅진,정기,A2-,A2-,2010.01.07,2010.01.07,,2010.06.30,,,,기업어음
(주)지에스스포츠,정기,A3,A3+,2010.01.06,2010.01.06,,2010.06.30,,,,기업어음
(주)한라,정기,A3+,A3+,2010.01.06,2010.01.06,,2010.06.30,,,,기업어음
DB캐피탈(주),정기,A3-,A3-,2010.01.06,2010.01.06,,2010.06.30,,,,기업어음
금광기업(주),정기,A3+,A3+,2010.01.05,2010.01.05,,2010.06.30,,,,기업어음
벽산건설(주),정기,A3-,A3-,2010.01.05,2010.01.05,,2010.06.30,,,,기업어음
삼부토건(주),정기,A3+,A3+,2010.01.05,2010.01.05,,2010.06.30,,,,기업어음
양우종합건설(주),정기,A3-,A3-,2010.01.05,2010.01.05,,2010.06.30,,,,기업어음
울트라건설(주),정기,B+,B+,2010.01.05,2010.01.05,,2010.06.30,,,,기업어음
(주)STX,정기,A2-,A2-,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
(주)건영,정기,A3-,A3-,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
(주)녹십자,정기,A3+,A2-,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
(주)녹십자홀딩스,정기,A3+,A2-,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
(주)대륜이엔에스,정기,A2+,A2+,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
(주)대림,정기,A2+,A2+,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
(주)삼천리,정기,A1,A1,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
(주)에이치에스애드,정기,A2+,A2+,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
(주)이수화학,정기,A3-,A3-,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
(주)지투알,정기,A2+,A2+,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
(주)태영건설,정기,A2,A2,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
(주)포스코,정기,A1,A1,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
(주)현대케피코,정기,A2+,A2+,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
기아(주),정기,A1,A1,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
동양인베스트먼트(주),정기,B+,B+,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
롯데지알에스(주),정기,A2+,A2+,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
아이에스동서(주),정기,A3,A3,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
에스케이(주),정기,A1,A1,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
에스티엑스엔진(주),정기,A2-,A2-,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
에스티엑스중공업(주),정기,A3+,A3+,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
에이치솔루션(주),정기,A2-,A2-,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
요진건설산업(주),정기,A3-,A3-,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
케이케이(주),정기,A3-,A3-,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
코오롱글로벌(주),정기,A3,A3,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
한국항공우주산업(주),정기,A2-,A2-,2010.01.04,2010.01.04,,2010.06.30,,,,기업어음
(주)필립스전자,정기,A3,A3,2009.12.31,2009.12.31,,2010.06.30,,,,기업어음
(주)한화,정기,A2-,A2-,2009.12.31,2009.12.31,,2010.06.30,,,,기업어음
(주)한화갤러리아,정기,A3,A3,2009.12.31,2009.12.31,,2010.06.30,,,,기업어음
고려개발(주),정기,A2-,A2-,2009.12.31,2009.12.31,,2010.06.30,,,,기업어음
디에스디삼호(주),정기,B-,B-,2009.12.31,2009.12.31,,2010.06.30,,,,기업어음
디엘(주),정기,A2+,A2+,2009.12.31,2009.12.31,,2010.06.30,,,,기업어음
롯데건설(주),정기,A2+,A2+,2009.12.31,2009.12.31,,2010.06.30,,,,기업어음
롯데케미칼(주),정기,A1,A1,2009.12.31,2009.12.31,,2010.06.30,,,,기업어음
엘아이지넥스원(주),정기,A2+,A2+,2009.12.31,2009.12.31,,2010.06.30,,,,기업어음
인천국제공항공사,정기,A1,A1,2009.12.31,2009.12.31,,2010.06.30,,,,기업어음
코오롱아이넷(주),정기,A3,A3,2009.12.31,2009.12.31,,2010.06.30,,,,기업어음
(주)아모레퍼시픽,정기,A1,A1,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
(주)케이피아이,정기,B+,B+,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
(주)한진중공업,정기,A2,A2,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
금호건설(주),수시,A3-↓,C,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
금호석유화학(주),수시,A3↓,A3-↓,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
금호타이어(주),수시,A3↓,C,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
금호피앤비화학(주),수시,A3-,A3-↓,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
대한석탄공사,정기,A1,A1,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
두산메카텍(주),정기,A3+,A3+,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
롯데알미늄(주),정기,A2-,A2-,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
삼성물산(주),정기,A1,A1,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
씨제이대한통운(주),수시,A2↓,A2-↓,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
씨제이씨지브이(주),정기,A2+,A2+,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
아시아나항공(주),수시,A3↓,A3-↓,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
에스케이(주),정기,A1,A1,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
에스케이브로드밴드(주),정기,A1,A1,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
에스케이텔레시스(주),정기,A3+,A3+,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
에스케이텔레콤(주),정기,A1,A1,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
포스코에너지(주),정기,A1,A1,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
하나캐피탈(주),정기,A2,A2,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
한국농어촌공사,정기,A1,A1,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
현대오일뱅크(주),정기,A2+,A2+,2009.12.30,2009.12.30,,2010.06.30,,,,기업어음
(주)애큐온캐피탈,정기,A2+,A2+,2009.12.29,2009.12.29,,2010.06.30,,,,기업어음
(주)에스비에스,정기,A1,A1,2009.12.29,2009.12.29,,2010.06.30,,,,기업어음
(주)조선호텔앤리조트,정기,A2+,A2+,2009.12.29,2009.12.29,,2010.06.30,,,,기업어음
(주)케이티스카이라이프,정기,A2-,A2-,2009.12.29,2009.12.29,,2010.06.30,,,,기업어음
(주)현대미포조선,정기,A1,A1,2009.12.29,2009.12.29,,2010.06.30,,,,기업어음
대상(주),정기,A2-,A2,2009.12.29,2009.12.29,,2010.06.30,,,,기업어음
에스비에스미디어홀딩스(주),정기,A1,A1,2009.12.29,2009.12.29,,2010.06.30,,,,기업어음
에스케이실트론(주),정기,A2,A2,2009.12.29,2009.12.29,,2010.06.30,,,,기업어음
케이비부동산신탁(주),정기,A2+,A2+,2009.12.29,2009.12.29,,2010.06.30,,,,기업어음
한성기업(주),정기,B,B+,2009.12.29,2009.12.29,,2010.06.30,,,,기업어음
(주)하이프라자,정기,A2-,A2-,2009.12.28,2009.12.28,,2010.06.30,,,,기업어음
(주)현대쇼핑,정기,A1,A1,2009.12.28,2009.12.28,,2010.06.30,,,,기업어음
금호건설(주),수시,A3↓,A3-↓,2009.12.28,2009.12.28,,2010.06.30,,,,기업어음
금호석유화학(주),수시,A3,A3↓,2009.12.28,2009.12.28,,2010.06.30,,,,기업어음
금호타이어(주),수시,A3,A3↓,2009.12.28,2009.12.28,,2010.06.30,,,,기업어음
씨제이대한통운(주),수시,A2,A2↓,2009.12.28,2009.12.28,,2010.06.30,,,,기업어음
아시아나항공(주),수시,A3,A3↓,2009.12.28,2009.12.28,,2010.06.30,,,,기업어음
에스케이네트웍스(주),정기,A2+,A1,2009.12.28,2009.12.28,,2010.06.30,,,,기업어음
코카콜라음료(주),정기,A2,A2,2009.12.28,2009.12.28,,2010.06.30,,,,기업어음
하이트진로(주),정기,A1,A1,2009.12.28,2009.12.28,,2010.06.30,,,,기업어음
한무쇼핑(주),정기,A1,A1,2009.12.28,2009.12.28,,2010.06.30,,,,기업어음
(주)도화엔지니어링,정기,A2,A2,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
(주)동양,정기,B+,B+,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
(주)롯데햄,정기,A3,A3,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
(주)엘지파워콤,정기,A1,A1,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
(주)엘지화학,정기,A1,A1,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
(주)포스코건설,정기,A1,A1,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
(주)한화건설,정기,A3+,A2-,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
(주)흥화,정기,A3-,A3-,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
글로웨이(주),정기,A3-,A3-,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
김포도시공사,정기,A1,A1,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
대신에프앤아이(주),정기,A2+,A2+,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
두산건설(주),정기,A2-,A2-,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
두산인프라코어(주),정기,A2,A2,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
부산도시공사,정기,A1,A1,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
삼성물산(주),정기,A1,A1,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
삼성중공업(주),정기,A1,A1,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
성우종합건설(주),정기,B+,B+,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
신세계건설(주),정기,A2,A2,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
에스케이에코플랜트(주),정기,A2-,A2-,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
한국조선해양(주),정기,A1,A1,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
현대기업금융(주),정기,A3,A3,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
현대삼호중공업(주),정기,A1,A1,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
현대제철(주),정기,A1,A1,2009.12.24,2009.12.24,,2010.06.30,,,,기업어음
(사)한국무역협회,정기,A1,A1,2009.12.23,2009.12.23,,2010.06.30,,,,기업어음
(주)동원에프앤비,정기,A2,A2,2009.12.23,2009.12.23,,2010.06.30,,,,기업어음
(주)아워홈,정기,A2+,A2+,2009.12.23,2009.12.23,,2010.06.30,,,,기업어음
공무원연금공단,정기,A1,A1,2009.12.23,2009.12.23,,2010.06.30,,,,기업어음
동원시스템즈(주),정기,A3,A3,2009.12.23,2009.12.23,,2010.06.30,,,,기업어음
에이치디씨(주),정기,A2+,A2+,2009.12.23,2009.12.23,,2010.06.30,,,,기업어음
한국가스공사,정기,A1,A1,2009.12.23,2009.12.23,,2010.06.30,,,,기업어음
한국남부발전(주),정기,A1,A1,2009.12.23,2009.12.23,,2010.06.30,,,,기업어음
한국동서발전(주),정기,A1,A1,2009.12.23,2009.12.23,,2010.06.30,,,,기업어음
우리금융지주(주),정기,A1,A1,2009.12.22,2009.12.22,,2010.06.30,,,,기업어음
(주)동서,정기,A1,A1,2009.12.21,2009.12.21,,2010.06.30,,,,기업어음
(주)한진해운,본,,A2+,2009.12.21,2009.12.21,,2010.06.30,,,,기업어음
(주)한진해운홀딩스,정기,A2+,A2+,2009.12.21,2009.12.21,,2010.06.30,,,,기업어음
롯데정밀화학(주),정기,A1,A1,2009.12.21,2009.12.21,,2010.06.30,,,,기업어음
삼성석유화학(주),정기,A2-,A2-,2009.12.21,2009.12.21,,2010.06.30,,,,기업어음
오리온스낵인터내셔널(주),정기,A2+,A2+,2009.12.21,2009.12.21,,2010.06.30,,,,기업어음
한화토탈(주),정기,A1,A1,2009.12.21,2009.12.21,,2010.06.30,,,,기업어음
(주)신세계,정기,A1,A1,2009.12.18,2009.12.18,,2010.06.30,,,,기업어음
엘지엔시스(주),정기,A2+,A2+,2009.12.18,2009.12.18,,2010.06.30,,,,기업어음
인천도시공사,정기,A1,A1,2009.12.18,2009.12.18,,2010.06.30,,,,기업어음
한솔홀딩스(주),정기,A3+,A3+,2009.12.18,2009.12.18,,2010.06.30,,,,기업어음
수산업협동조합중앙회,정기,A1,A1,2009.12.15,2009.12.15,,2010.06.30,,,,기업어음
우리금융캐피탈(주),정기,A2+,A2+,2009.12.15,2009.12.15,,2010.06.30,,,,기업어음
(주)신세계인터내셔날,정기,A2+,A2+,2009.12.14,2009.12.14,,2010.06.30,,,,기업어음
메리츠종합금융(주),수시,A2-,A2-↑,2009.12.14,2009.12.14,,2010.09.30,,,,기업어음
티유미디어(주),정기,A3+,A3+,2009.12.14,2009.12.14,,2010.06.30,,,,기업어음
(주)골든브릿지투자증권,본,,A3-,2009.12.10,2009.12.10,,2010.09.30,,,,기업어음
(주)엘지씨엔에스,정기,A1,A1,2009.12.09,2009.12.09,,2010.06.30,,,,기업어음
롯데카드(주),정기,A1,A1,2009.12.09,2009.12.09,,2010.06.30,,,,기업어음
삼환기업(주),정기,A2-,A2-,2009.12.09,2009.12.09,,2010.06.30,,,,기업어음
현대시멘트(주),정기,A3+,A3+,2009.12.07,2009.12.07,,2010.06.30,,,,기업어음
(주)한국토지신탁,정기,A3,A3,2009.12.04,2009.12.04,,2010.06.30,,,,기업어음
대한전선(주),정기,A3+,A3+,2009.12.03,2009.12.03,,2010.06.30,,,,기업어음
신영증권(주),본,,A1,2009.12.02,2009.12.02,,2010.09.30,,,,기업어음
롯데캐피탈(주),정기,A2+,A2+,2009.11.30,2009.11.30,,2010.06.30,,,,기업어음
삼성카드(주),정기,A1,A1,2009.11.30,2009.11.30,,2010.06.30,,,,기업어음
신한카드(주),정기,A1,A1,2009.11.30,2009.11.30,,2010.06.30,,,,기업어음
신한캐피탈(주),정기,A1,A1,2009.11.30,2009.11.30,,2010.06.30,,,,기업어음
현대카드(주),정기,A1,A1,2009.11.30,2009.11.30,,2010.06.30,,,,기업어음
현대캐피탈(주),정기,A1,A1,2009.11.30,2009.11.30,,2010.06.30,,,,기업어음
현대커머셜(주),정기,A2+,A2+,2009.11.30,2009.11.30,,2010.06.30,,,,기업어음
KB캐피탈(주),정기,A2,A2,2009.11.26,2009.11.26,,2010.06.30,,,,기업어음
코오롱글로텍(주),정기,A3,A3,2009.11.25,2009.11.25,,2010.06.30,,,,기업어음
(주)신한금융지주회사,정기,A1,A1,2009.11.18,2009.11.18,,2010.06.30,,,,기업어음
(주)아이비케이캐피탈,정기,A2+,A2+,2009.11.18,2009.11.18,,2010.06.30,,,,기업어음
에스케이디스커버리(주),정기,A2-,A2,2009.11.17,2009.11.17,,2010.06.30,,,,기업어음
한국서부발전(주),정기,A1,A1,2009.11.16,2009.11.16,,2010.06.30,,,,기업어음
(주)엘지헬로비전,정기,A2,A2,2009.11.13,2009.11.13,,2010.06.30,,,,기업어음
(주)오리온홀딩스,정기,A2+,A2+,2009.11.13,2009.11.13,,2010.06.30,,,,기업어음
(주)이랜드리테일,본,,A3,2009.11.13,2009.11.13,,2010.06.30,,,,기업어음
현대엘리베이터(주),정기,A2,A2,2009.11.13,2009.11.13,,2010.06.30,,,,기업어음
롯데렌탈(주),정기,A2+,A2+,2009.11.12,2009.11.12,,2010.06.30,,,,기업어음
(주)두산캐피탈,정기,A2+,A2+,2009.11.11,2009.11.11,,2010.06.30,,,,기업어음
동부제철(주),정기,A3,A3,2009.11.11,2009.11.11,,2010.06.30,,,,기업어음
동아출판(주),본,,A3-,2009.11.11,2009.11.11,,2010.06.30,,,,기업어음
서울주택도시공사,정기,A1,A1,2009.11.06,2009.11.06,,2010.06.30,,,,기업어음
(주)빙그레,정기,A1,A1,2009.11.05,2009.11.05,,2010.06.30,,,,기업어음
코오롱패션(주),수시,A3-,취소,2009.11.02,2009.11.02,,2010.06.30,,,,기업어음
한국정책금융공사,본,,A1,2009.11.02,2009.11.02,,2010.06.30,,,,기업어음
(주)케이씨씨건설,정기,A2,A2,2009.10.30,2009.10.30,,2010.06.30,,,,기업어음
한화에어로스페이스(주),정기,A1,A1,2009.10.30,2009.10.30,,2010.06.30,,,,기업어음
한국전력공사,정기,A1,A1,2009.10.28,2009.10.28,,2010.06.30,,,,기업어음
한국토지공사,수시,A1,취소,2009.10.28,2009.10.28,,2010.06.30,,,,기업어음
한국토지주택공사,본,,A1,2009.10.28,2009.10.28,,2010.12.31,,,,기업어음
중소벤처기업진흥공단,정기,A1,A1,2009.10.23,2009.10.23,,2010.06.30,,,,기업어음
극동건설(주),정기,A3-,A3-,2009.10.19,2009.10.19,,2010.06.30,,,,기업어음
씨앤에이치캐피탈(주),본,,A3-,2009.10.16,2009.10.16,,2010.06.30,,,,기업어음
(주)풍산,정기,A2-,A2-,2009.10.15,2009.10.15,,2010.06.30,,,,기업어음
에스케이씨(주),정기,A2-,A2-,2009.10.14,2009.10.14,,2010.06.30,,,,기업어음
한국수력원자력(주),정기,A1,A1,2009.10.14,2009.10.14,,2010.06.30,,,,기업어음
지에스칼텍스(주),정기,A1,A1,2009.10.13,2009.10.13,,2010.06.30,,,,기업어음
(주)엘엑스인터내셔널,정기,A2+,A2+,2009.10.08,2009.10.08,,2010.06.30,,,,기업어음
한일홀딩스(주),정기,A2+,A2+,2009.10.08,2009.10.08,,2010.06.30,,,,기업어음
동양인터내셔널(주),본,,B+,2009.10.01,2009.10.01,,2010.09.30,,,,기업어음
미래에셋캐피탈(주),본,,A2,2009.10.01,2009.10.01,,2010.09.30,,,,기업어음
아프로파이낸셜대부(주),정기,A3-,A3-,2009.10.01,2009.10.01,,2010.03.31,,,,기업어음
키움증권(주),본,,A2,2009.10.01,2009.10.01,,2010.09.30,,,,기업어음
한국증권금융(주),본,,A1,2009.10.01,2009.10.01,,2010.09.30,,,,기업어음
메리츠종합금융(주),본,,A2-,2009.09.30,2009.09.30,,2010.09.30,,,,기업어음
미래에셋증권(주),본,,A1,2009.09.30,2009.09.30,,2010.09.30,,,,기업어음
케이비증권(주),본,,A1,2009.09.30,2009.09.30,,2010.09.30,,,,기업어음
케이비투자증권(주),본,,A2+,2009.09.30,2009.09.30,,2010.09.30,,,,기업어음
한국캐피탈(주),본,,A3+,2009.09.30,2009.09.30,,2010.09.30,,,,기업어음
한국투자금융지주(주),본,,A1,2009.09.30,2009.09.30,,2010.09.30,,,,기업어음
깨끗한나라(주),정기,B,B+,2009.09.29,2009.09.29,,2010.06.30,,,,기업어음
대신증권(주),본,,A1,2009.09.29,2009.09.29,,2010.09.30,,,,기업어음
미래에셋증권(주),본,,A1,2009.09.29,2009.09.29,,2010.09.30,,,,기업어음
삼성증권(주),본,,A1,2009.09.29,2009.09.29,,2010.09.30,,,,기업어음
엔에이치농협증권(주),본,,A1,2009.09.29,2009.09.29,,2010.09.30,,,,기업어음
엔에이치투자증권(주),본,,A1,2009.09.29,2009.09.29,,2010.09.30,,,,기업어음
에스티엑스건설(주),본,,A3,2009.09.25,2009.09.25,,2010.06.30,,,,기업어음
지에스건설(주),정기,A2+,A1,2009.09.23,2009.09.23,,2010.06.30,,,,기업어음
현대건설(주),본,,A1,2009.09.23,2009.09.23,,2010.06.30,,,,기업어음
(주)대우건설,정기,A2-◆,A2-◆,2009.09.22,2009.09.22,,2010.06.30,,,,기업어음
산은캐피탈(주),본,,A2+,2009.09.21,2009.09.21,,2010.09.30,,,,기업어음
(주)삼환까뮤,본,,A3-,2009.09.04,2009.09.04,,2010.06.30,,,,기업어음
한솔인티큐브(주),본,,A3-,2009.08.28,2009.08.28,,2010.06.30,,,,기업어음
진흥기업(주),본,,A3,2009.08.27,2009.08.27,,2010.06.30,,,,기업어음
(주)동원엔터프라이즈,본,,A2,2009.08.25,2009.08.25,,2010.09.30,,,,기업어음
롯데칠성음료(주),본,,A1,2009.08.25,2009.08.25,,2010.06.30,,,,기업어음
성지건설(주),본,,B+,2009.08.24,2009.08.24,,2010.06.30,,,,기업어음
(주)에이치에스애드,본,,A2+,2009.08.17,2009.08.17,,2010.06.30,,,,기업어음
(주)지투알,본,,A2+,2009.08.17,2009.08.17,,2010.06.30,,,,기업어음
현대모비스(주),본,,A1,2009.08.17,2009.08.17,,2010.06.30,,,,기업어음
(주)포스코,본,,A1,2009.08.14,2009.08.14,,2010.06.30,,,,기업어음
에프엔씨코오롱(주),수시,A3+,취소,2009.08.12,2009.08.12,,2010.06.30,,,,기업어음
부산도시공사,본,,A1,2009.08.07,2009.08.07,,2010.06.30,,,,기업어음
롯데케미칼(주),본,,A1,2009.08.06,2009.08.06,,2010.06.30,,,,기업어음
