회사명,채권종류,회차,발행액(억원),만기일,평가종류,직전등급,현재등급,평가일,리포트,Type
태양금속공업,PP,55(P-CBO),30.0,2023.08.20,정기,부정적,안정적,2021.06.25,S,회사채
하나금융지주,SB,53,1000.0,2024.06.28,본,,AAA,2021.06.25,S,회사채
하나금융지주,SB,53,1000.0,2024.06.28,본,,안정적,2021.06.25,S,회사채
한국농어촌공사,PFB,20,1500.0,2024.11.13,정기,AAA,AAA,2021.06.25,S,회사채
한국농어촌공사,PFB,20,1500.0,2024.11.13,정기,안정적,안정적,2021.06.25,S,회사채
한국타이어앤테크놀로지,SB,84-2,1500.0,2025.03.05,정기,AA,AA,2021.06.25,S,회사채
한국타이어앤테크놀로지,SB,84-2,1500.0,2025.03.05,정기,안정적,안정적,2021.06.25,S,회사채
한국토지신탁,SB,39,2000.0,2023.02.14,정기,A,A,2021.06.25,S,회사채
한국토지신탁,SB,39,2000.0,2023.02.14,정기,안정적,안정적,2021.06.25,S,회사채
한국해외인프라도시개발지원공사,PFB,1-2,1000.0,2050.10.28,정기,AAA,AAA,2021.06.25,S,회사채
한국해외인프라도시개발지원공사,PFB,1-2,1000.0,2050.10.28,정기,안정적,안정적,2021.06.25,S,회사채
한진칼,BW1,3,3000.0,2023.07.03,정기,BBB,BBB,2021.06.25,S,회사채
한진칼,BW1,3,3000.0,2023.07.03,정기,부정적,부정적,2021.06.25,S,회사채
한진칼,SB,5,1440.0,2023.03.03,정기,BBB,BBB,2021.06.25,S,회사채
한진칼,SB,5,1440.0,2023.03.03,정기,부정적,부정적,2021.06.25,S,회사채
현대제철,SB,132-3,1400.0,2028.01.25,정기,AA,AA,2021.06.25,S,회사채
현대제철,SB,132-3,1400.0,2028.01.25,정기,안정적,안정적,2021.06.25,S,회사채
호명화학공업,PP,7-3(P-CBO),12.6,2022.12.18,정기,B+,B+,2021.06.25,S,회사채
호명화학공업,PP,7-3(P-CBO),12.6,2022.12.18,정기,안정적,안정적,2021.06.25,S,회사채
휴켐스,SB,2-2,500.0,2022.08.04,정기,A+,A+,2021.06.25,S,회사채
휴켐스,SB,2-2,500.0,2022.08.04,정기,안정적,안정적,2021.06.25,S,회사채
고양도시관리공사,PFB,보상(일산)2021-01가,29.794,2024.06.30,본,,AA,2021.06.24,S,회사채
고양도시관리공사,PFB,보상(일산)2021-01가,29.794,2024.06.30,본,,안정적,2021.06.24,S,회사채
김해시도시개발공사,PFB,2020-01,1.066,2023.01.31,정기,AA,AA,2021.06.24,S,회사채
김해시도시개발공사,PFB,2020-01,1.066,2023.01.31,정기,안정적,안정적,2021.06.24,S,회사채
뉴로스,BW1,11,400.0,2023.12.06,정기,B-↓,CCC,2021.06.24,S,회사채
뉴로스,BW1,11,400.0,2023.12.06,정기,,부정적,2021.06.24,S,회사채
대보건설,PP,5,300.0,2023.09.24,정기,BBB-,BBB-,2021.06.24,S,회사채
대보건설,PP,5,300.0,2023.09.24,정기,안정적,안정적,2021.06.24,S,회사채
동원F&B,SB,9-2,1000.0,2022.10.31,정기,A+,A+,2021.06.24,S,회사채
동원F&B,SB,9-2,1000.0,2022.10.31,정기,안정적,안정적,2021.06.24,S,회사채
동원시스템즈,SB,26-2,300.0,2024.08.02,정기,A,A,2021.06.24,S,회사채
동원시스템즈,SB,26-2,300.0,2024.08.02,정기,안정적,안정적,2021.06.24,S,회사채
동원엔터프라이즈,SB,24,500.0,2023.09.15,정기,A+,A+,2021.06.24,S,회사채
동원엔터프라이즈,SB,24,500.0,2023.09.15,정기,안정적,안정적,2021.06.24,S,회사채
두산,SB,306-2,330.0,2024.07.05,본,,BBB,2021.06.24,S,회사채
두산,SB,306-2,330.0,2024.07.05,본,,안정적,2021.06.24,S,회사채
메리츠캐피탈,SB,185-2,100.0,2023.09.28,본,,A+,2021.06.24,S,회사채
메리츠캐피탈,SB,185-2,100.0,2023.09.28,본,,안정적,2021.06.24,S,회사채
메리츠캐피탈,SB,186(메리츠금융지주 권면보증),,,본,,AA,2021.06.24,S,회사채
메리츠캐피탈,SB,186(메리츠금융지주 권면보증),,,본,,안정적,2021.06.24,S,회사채
서울신문사,SECB,10-1,240.0,2021.10.25,정기,AAA,AAA,2021.06.24,S,회사채
서울신문사,SECB,10-1,240.0,2021.10.25,정기,안정적,안정적,2021.06.24,S,회사채
서울신문사,SECB,12(담보부),100.0,2023.10.16,정기,A,A,2021.06.24,S,회사채
서울신문사,SECB,12(담보부),100.0,2023.10.16,정기,안정적,안정적,2021.06.24,S,회사채
서흥,SB,24,500.0,2022.05.30,정기,A-,A-,2021.06.24,S,회사채
서흥,SB,24,500.0,2022.05.30,정기,안정적,안정적,2021.06.24,S,회사채
서흥,SB,25,430.0,2024.07.13,본,,A-,2021.06.24,S,회사채
서흥,SB,25,430.0,2024.07.13,본,,안정적,2021.06.24,S,회사채
오케이캐피탈,PP,360(아프로파이낸셜대부 연대보증),140.0,2022.02.09,정기,A-,A-,2021.06.24,S,회사채
오케이캐피탈,PP,360(아프로파이낸셜대부 연대보증),140.0,2022.02.09,정기,안정적,안정적,2021.06.24,S,회사채
평택에너지서비스,SB,5-2,300.0,2023.11.06,정기,A,A,2021.06.24,S,회사채
평택에너지서비스,SB,5-2,300.0,2023.11.06,정기,안정적,안정적,2021.06.24,S,회사채
한국해양진흥공사,PFB,9,1100.0,2050.10.27,정기,AAA,AAA,2021.06.24,S,회사채
한국해양진흥공사,PFB,9,1100.0,2050.10.27,정기,안정적,안정적,2021.06.24,S,회사채
한화시스템,PP,3-2,300.0,2024.07.05,정기,AA-,AA-,2021.06.24,S,회사채
한화시스템,PP,3-2,300.0,2024.07.05,정기,안정적,안정적,2021.06.24,S,회사채
현대커머셜,SB,409-1,200.0,2022.12.27,본,,AA-,2021.06.24,S,회사채
현대커머셜,SB,409-1,200.0,2022.12.27,본,,안정적,2021.06.24,S,회사채
현대커머셜,FRN,409-2,500.0,2022.12.27,본,,AA-,2021.06.24,S,회사채
현대커머셜,FRN,409-2,500.0,2022.12.27,본,,안정적,2021.06.24,S,회사채
경상북도개발공사,PFB,(보상)(경주동천)19-06,2.0,2022.06.30,정기,AA+,AA+,2021.06.23,S,회사채
경상북도개발공사,PFB,(보상)(경주동천)19-06,2.0,2022.06.30,정기,안정적,안정적,2021.06.23,S,회사채
대림,SB,34-2,400.0,2024.01.28,정기,A+,A+,2021.06.23,S,회사채
대림,SB,34-2,400.0,2024.01.28,정기,안정적,안정적,2021.06.23,S,회사채
대림,PP,36,200.0,2024.05.10,정기,A+,A+,2021.06.23,S,회사채
대림,PP,36,200.0,2024.05.10,정기,안정적,안정적,2021.06.23,S,회사채
롯데쇼핑,SB,73-3,1000.0,2024.06.15,정기,AA,AA,2021.06.23,S,회사채
롯데쇼핑,SB,73-3,1000.0,2024.06.15,정기,안정적,안정적,2021.06.23,S,회사채
에스와이,PP,11(P-CBO),100.0,2023.06.25,정기,BB+,BB,2021.06.23,S,회사채
에스와이,PP,11(P-CBO),100.0,2023.06.25,정기,부정적,안정적,2021.06.23,S,회사채
에스와이,BW1,8,250.0,2022.01.31,정기,BB+,BB,2021.06.23,S,회사채
에스와이,BW1,8,250.0,2022.01.31,정기,부정적,안정적,2021.06.23,S,회사채
지에스글로벌,SB,22-2,200.0,2026.07.08,본,,A,2021.06.23,S,회사채
지에스글로벌,SB,22-2,200.0,2026.07.08,본,,안정적,2021.06.23,S,회사채
한국수력원자력,SB,60-3,1600.0,2051.06.29,본,,AAA,2021.06.23,S,회사채
한국수력원자력,SB,60-3,1600.0,2051.06.29,본,,안정적,2021.06.23,S,회사채
한국수력원자력,SB,9-2,700.0,2029.10.16,정기,AAA,AAA,2021.06.23,S,회사채
한국수력원자력,SB,9-2,700.0,2029.10.16,정기,안정적,안정적,2021.06.23,S,회사채
한화생명보험,HB,2(신종),5000.0,2049.07.04,정기,AA,AA,2021.06.23,S,회사채
한화생명보험,HB,2(신종),5000.0,2049.07.04,정기,부정적,부정적,2021.06.23,S,회사채
호텔롯데,SB,60-1,1900.0,2024.01.28,정기,AA-,AA-,2021.06.23,S,회사채
호텔롯데,SB,60-1,1900.0,2024.01.28,정기,안정적,안정적,2021.06.23,S,회사채
호텔신라,SB,71-3,500.0,2030.04.24,정기,AA-,AA-,2021.06.23,S,회사채
호텔신라,SB,71-3,500.0,2030.04.24,정기,안정적,안정적,2021.06.23,S,회사채
LG화학,SB,53-4(LG에너지솔루션 연대보증),2500.0,2030.02.19,정기,AA+,AA+,2021.06.22,S,회사채
LG화학,SB,53-4(LG에너지솔루션 연대보증),2500.0,2030.02.19,정기,안정적,안정적,2021.06.22,S,회사채
가온전선,SB,56,300.0,2024.02.23,정기,A,A,2021.06.22,S,회사채
가온전선,SB,56,300.0,2024.02.23,정기,안정적,안정적,2021.06.22,S,회사채
동아쏘시오홀딩스,BW1,103,1000.0,2022.03.16,정기,A,A,2021.06.22,S,회사채
동아쏘시오홀딩스,BW1,103,1000.0,2022.03.16,정기,안정적,안정적,2021.06.22,S,회사채
동아쏘시오홀딩스,SB,104,520.0,2023.05.08,정기,A,A,2021.06.22,S,회사채
동아쏘시오홀딩스,SB,104,520.0,2023.05.08,정기,안정적,안정적,2021.06.22,S,회사채
롯데건설,SB,135-2,1600.0,2024.02.23,정기,A+,A+,2021.06.22,S,회사채
롯데건설,SB,135-2,1600.0,2024.02.23,정기,안정적,안정적,2021.06.22,S,회사채
롯데제과,SB,65,1100.0,2023.02.17,정기,AA,AA,2021.06.22,S,회사채
롯데제과,SB,65,1100.0,2023.02.17,정기,안정적,안정적,2021.06.22,S,회사채
롯데칠성음료,SB,55-3,500.0,2031.01.20,정기,AA,AA,2021.06.22,S,회사채
롯데칠성음료,SB,55-3,500.0,2031.01.20,정기,안정적,안정적,2021.06.22,S,회사채
씨제이프레시웨이,SB,9,700.0,2023.01.20,정기,A,A,2021.06.22,S,회사채
씨제이프레시웨이,SB,9,700.0,2023.01.20,정기,안정적,안정적,2021.06.22,S,회사채
에스케이매직,SB,5,1500.0,2024.03.08,정기,A+,A+,2021.06.22,S,회사채
에스케이매직,SB,5,1500.0,2024.03.08,정기,안정적,안정적,2021.06.22,S,회사채
엘지에너지솔루션,SB,1(LG화학 연대보증),2000.0,2026.03.13,정기,AA+,AA+,2021.06.22,S,회사채
엘지에너지솔루션,SB,1(LG화학 연대보증),2000.0,2026.03.13,정기,안정적,안정적,2021.06.22,S,회사채
팜한농,SB,18-2(LG화학 지급보증),400.0,2023.03.02,정기,AA+,AA+,2021.06.22,S,회사채
팜한농,SB,18-2(LG화학 지급보증),400.0,2023.03.02,정기,안정적,안정적,2021.06.22,S,회사채
팜한농,SB,19-2,300.0,2025.02.14,정기,A,A,2021.06.22,S,회사채
팜한농,SB,19-2,300.0,2025.02.14,정기,안정적,안정적,2021.06.22,S,회사채
포스코기술투자,SB,25,200.0,2022.10.06,정기,A-,A-,2021.06.22,S,회사채
포스코기술투자,SB,25,200.0,2022.10.06,정기,안정적,안정적,2021.06.22,S,회사채
한국산업단지공단,PFB,12,1000.0,2024.09.25,정기,AAA,AAA,2021.06.22,S,회사채
한국산업단지공단,PFB,12,1000.0,2024.09.25,정기,안정적,안정적,2021.06.22,S,회사채
한국산업은행,COCOT2,산금19후이1000-1125-1,3000.0,2029.11.24,정기,AA+,AA+,2021.06.22,S,회사채
한국산업은행,COCOT2,산금19후이1000-1125-1,3000.0,2029.11.24,정기,안정적,안정적,2021.06.22,S,회사채
한국산업은행,FRN,산금21변이0100-0614-2M,2200.0,2022.06.14,정기,AAA,AAA,2021.06.22,S,회사채
한국산업은행,FRN,산금21변이0100-0614-2M,2200.0,2022.06.14,정기,안정적,안정적,2021.06.22,S,회사채
한국산업은행,SB,산금21신할0100-0610-2,4100.0,2022.06.10,정기,AAA,AAA,2021.06.22,S,회사채
한국산업은행,SB,산금21신할0100-0610-2,4100.0,2022.06.10,정기,안정적,안정적,2021.06.22,S,회사채
한국산업은행,SB,산금21신할0100-0621-1,5000.0,2022.06.21,본,,AAA,2021.06.22,S,회사채
한국산업은행,SB,산금21신할0100-0621-1,5000.0,2022.06.21,본,,안정적,2021.06.22,S,회사채
한화손해보험,SBS,8,1280.0,2023.06.07,정기,A+,A+,2021.06.22,S,회사채
한화손해보험,SBS,8,1280.0,2023.06.07,정기,안정적,안정적,2021.06.22,S,회사채
한화손해보험,HB,9,300.0,2047.03.31,정기,A,A,2021.06.22,S,회사채
한화손해보험,HB,9,300.0,2047.03.31,정기,안정적,안정적,2021.06.22,S,회사채
현대트랜시스,SB,41-2,400.0,2025.05.27,정기,AA-,AA-,2021.06.22,S,회사채
현대트랜시스,SB,41-2,400.0,2025.05.27,정기,안정적,안정적,2021.06.22,S,회사채
SBS,SB,13-2,700.0,2025.09.01,정기,AA,AA,2021.06.21,S,회사채
SBS,SB,13-2,700.0,2025.09.01,정기,안정적,안정적,2021.06.21,S,회사채
다우기술,SB,3,1500.0,2023.10.29,정기,A,A,2021.06.21,S,회사채
다우기술,SB,3,1500.0,2023.10.29,정기,안정적,안정적,2021.06.21,S,회사채
다우기술,SB,5,1500.0,2024.07.05,본,,A,2021.06.21,S,회사채
다우기술,SB,5,1500.0,2024.07.05,본,,안정적,2021.06.21,S,회사채
다우데이타,SB,6,500.0,2022.11.28,정기,A,A,2021.06.21,S R,회사채
다우데이타,SB,6,500.0,2022.11.28,정기,안정적,안정적,2021.06.21,S R,회사채
디엘,SB,"264-1(DL이앤씨,DL케미칼 연대보증)",1200.0,2023.05.26,정기,AA-,AA-,2021.06.21,S,회사채
디엘,SB,"264-1(DL이앤씨,DL케미칼 연대보증)",1200.0,2023.05.26,정기,안정적,안정적,2021.06.21,S,회사채
디엘케미칼,SB,"264-2(DL,DL이앤씨 연대보증)",800.0,2025.05.28,정기,AA-,AA-,2021.06.21,S,회사채
디엘케미칼,SB,"264-2(DL,DL이앤씨 연대보증)",800.0,2025.05.28,정기,안정적,안정적,2021.06.21,S,회사채
메리츠증권,ELB,193(미발행7),,,본,,AA-,2021.06.21,S,회사채
메리츠증권,ELB,193(미발행7),,,본,,안정적,2021.06.21,S,회사채
메리츠증권,DLB,238(DLB)(미발행2),,,본,,AA-,2021.06.21,S,회사채
메리츠증권,DLB,238(DLB)(미발행2),,,본,,안정적,2021.06.21,S,회사채
아프로파이낸셜대부,PP,147,320.0,2021.08.13,정기,A-,A-,2021.06.21,S,회사채
아프로파이낸셜대부,PP,147,320.0,2021.08.13,정기,안정적,안정적,2021.06.21,S,회사채
중소벤처기업진흥공단,SB,556,300.0,2026.11.30,정기,AAA,AAA,2021.06.21,S,회사채
중소벤처기업진흥공단,SB,556,300.0,2026.11.30,정기,안정적,안정적,2021.06.21,S,회사채
중소벤처기업진흥공단,PFB,696,1600.0,2023.07.21,정기,AAA,AAA,2021.06.21,S,회사채
중소벤처기업진흥공단,PFB,696,1600.0,2023.07.21,정기,안정적,안정적,2021.06.21,S,회사채
중소벤처기업진흥공단,PFB,734,400.0,2031.07.02,본,,AAA,2021.06.21,S,회사채
중소벤처기업진흥공단,PFB,734,400.0,2031.07.02,본,,안정적,2021.06.21,S,회사채
케이씨씨,SB,66-2(케이씨씨글라스 연대보증),1200.0,2023.10.30,정기,AA-,AA-,2021.06.21,S,회사채
케이씨씨,SB,66-2(케이씨씨글라스 연대보증),1200.0,2023.10.30,정기,안정적,안정적,2021.06.21,S,회사채
한일시멘트,SB,3,600.0,2022.04.12,정기,A+,A+,2021.06.21,S,회사채
한일시멘트,SB,3,600.0,2022.04.12,정기,안정적,안정적,2021.06.21,S,회사채
한일홀딩스,SB,68,1500.0,2023.05.13,정기,A+,A+,2021.06.21,S,회사채
한일홀딩스,SB,68,1500.0,2023.05.13,정기,안정적,안정적,2021.06.21,S,회사채
현대모비스,SB,144-3,600.0,2028.07.09,본,,AA+,2021.06.21,S,회사채
현대모비스,SB,144-3,600.0,2028.07.09,본,,안정적,2021.06.21,S,회사채
농협금융지주,COCOT1,3-2(신종),1130,2099.12.31,본,,AA-,2021.06.18,S,회사채
농협금융지주,COCOT1,3-2(신종),1130,2099.12.31,본,,안정적,2021.06.18,S,회사채
뉴스테이허브제1호위탁관리부동산투자회사,SB,1(주택도시보증공사 권면보증),1000,2028.07.22,정기,AAA,AAA,2021.06.18,S,회사채
뉴스테이허브제1호위탁관리부동산투자회사,SB,1(주택도시보증공사 권면보증),1000,2028.07.22,정기,안정적,안정적,2021.06.18,S,회사채
디비캐피탈,PP,95,200,2023.06.21,본,,BBB,2021.06.18,S,회사채
디비캐피탈,PP,95,200,2023.06.21,본,,안정적,2021.06.18,S,회사채
디엘에너지,SB,6,1000,2023.09.22,정기,A,A,2021.06.18,S,회사채
디엘에너지,SB,6,1000,2023.09.22,정기,안정적,안정적,2021.06.18,S,회사채
디엘에너지,SB,7-2,850,2024.07.05,본,,A,2021.06.18,S,회사채
디엘에너지,SB,7-2,850,2024.07.05,본,,안정적,2021.06.18,S,회사채
롯데지주,SB,9-3,500,2030.09.02,정기,AA,AA,2021.06.18,S,회사채
롯데지주,SB,9-3,500,2030.09.02,정기,안정적,안정적,2021.06.18,S,회사채
명신산업,PP,8(P-CBO),100,2023.06.25,정기,BB,BB,2021.06.18,S,회사채
명신산업,PP,8(P-CBO),100,2023.06.25,정기,안정적,안정적,2021.06.18,S,회사채
미래에셋캐피탈,SB,50-3,200,2026.06.24,본,,AA-,2021.06.18,S,회사채
미래에셋캐피탈,SB,50-3,200,2026.06.24,본,,안정적,2021.06.18,S,회사채
엠에스오토텍,PP,21(P-CBO),100,2023.06.25,정기,BB,BB,2021.06.18,S,회사채
엠에스오토텍,PP,21(P-CBO),100,2023.06.25,정기,부정적,부정적,2021.06.18,S,회사채
오케이캐피탈,SB,399,100,2023.06.28,본,,A-,2021.06.18,S,회사채
오케이캐피탈,SB,399,100,2023.06.28,본,,안정적,2021.06.18,S,회사채
한국자산신탁,SB,6-2,610,2022.06.28,정기,A-,A-,2021.06.18,S,회사채
한국자산신탁,SB,6-2,610,2022.06.28,정기,안정적,안정적,2021.06.18,S,회사채
LG유플러스,SB,108-4,300,2036.02.02,정기,AA,AA,2021.06.17,S,회사채
LG유플러스,SB,108-4,300,2036.02.02,정기,안정적,안정적,2021.06.17,S,회사채
경기주택도시공사,PFB,보상21-01-02가,37.282,2024.01.31,정기,AAA,AAA,2021.06.17,S,회사채
경기주택도시공사,PFB,보상21-01-02가,37.282,2024.01.31,정기,안정적,안정적,2021.06.17,S,회사채
금호석유화학,SB,154-2,500,2024.04.29,정기,A,A+,2021.06.17,S,회사채
금호석유화학,SB,154-2,500,2024.04.29,정기,긍정적,안정적,2021.06.17,S,회사채
기아,SB,284-3,500,2028.03.03,정기,AA,AA,2021.06.17,S,회사채
기아,SB,284-3,500,2028.03.03,정기,안정적,안정적,2021.06.17,S,회사채
대전천변도시고속화도로,SB,4(대전광역시채무보증),715,2021.11.05,정기,AAA,AAA,2021.06.17,S,회사채
대전천변도시고속화도로,SB,4(대전광역시채무보증),715,2021.11.05,정기,안정적,안정적,2021.06.17,S,회사채
두산큐벡스,SECB,1-1(한국자산관리공사 지급보증),200,2021.09.30,정기,AAA,AAA,2021.06.17,S,회사채
두산큐벡스,SECB,1-1(한국자산관리공사 지급보증),200,2021.09.30,정기,안정적,안정적,2021.06.17,S,회사채
부산도시공사,PFB,64,1000,2023.12.11,정기,AA+,AA+,2021.06.17,S,회사채
부산도시공사,PFB,64,1000,2023.12.11,정기,안정적,안정적,2021.06.17,S,회사채
에스케이실트론,SB,46-2,280,2025.10.26,정기,A,A,2021.06.17,S,회사채
에스케이실트론,SB,46-2,280,2025.10.26,정기,안정적,안정적,2021.06.17,S,회사채
에스파워,SB,1-4(삼천리 지급보증),1300,2030.02.12,정기,AA+,AA+,2021.06.17,S,회사채
에스파워,SB,1-4(삼천리 지급보증),1300,2030.02.12,정기,안정적,안정적,2021.06.17,S,회사채
엘지헬로비전,SB,9-2,1000,2025.01.17,정기,AA-,AA-,2021.06.17,S,회사채
엘지헬로비전,SB,9-2,1000,2025.01.17,정기,안정적,안정적,2021.06.17,S,회사채
포스코,SB,310-1,6100,2022.10.14,정기,AA+,AA+,2021.06.17,S,회사채
포스코,SB,310-1,6100,2022.10.14,정기,안정적,안정적,2021.06.17,S,회사채
포스코인터내셔널,SB,25-3,500,2028.03.17,정기,AA-,AA-,2021.06.17,S,회사채
포스코인터내셔널,SB,25-3,500,2028.03.17,정기,안정적,안정적,2021.06.17,S,회사채
하이트진로,SB,129-2,740,2026.03.03,정기,A,A,2021.06.17,S,회사채
하이트진로,SB,129-2,740,2026.03.03,정기,긍정적,긍정적,2021.06.17,S,회사채
하이트진로홀딩스,SB,170,950,2022.07.24,정기,A-,A-,2021.06.17,S,회사채
하이트진로홀딩스,SB,170,950,2022.07.24,정기,긍정적,긍정적,2021.06.17,S,회사채
한진,SB,92,300,2023.07.31,정기,BBB+,BBB+,2021.06.17,S,회사채
한진,SB,92,300,2023.07.31,정기,안정적,안정적,2021.06.17,S,회사채
현대자동차,SB,318-3,700,2028.02.09,정기,AA+,AA+,2021.06.17,S,회사채
현대자동차,SB,318-3,700,2028.02.09,정기,안정적,안정적,2021.06.17,S,회사채
SK텔레콤,SB,80-4,1000,2041.01.15,정기,AAA,AAA,2021.06.16,S,회사채
SK텔레콤,SB,80-4,1000,2041.01.15,정기,안정적,안정적,2021.06.16,S,회사채
경남개발공사,PFB,15,1000,2025.05.15,정기,AA+,AA+,2021.06.16,S,회사채
경남개발공사,PFB,15,1000,2025.05.15,정기,안정적,안정적,2021.06.16,S,회사채
교보증권,ELB,10920,42.9612,2022.04.29,정기,AA-,AA-,2021.06.16,S,회사채
교보증권,ELB,10920,42.9612,2022.04.29,정기,안정적,안정적,2021.06.16,S,회사채
교보증권,SB,7-2,1000,2024.08.09,정기,AA-,AA-,2021.06.16,S,회사채
교보증권,SB,7-2,1000,2024.08.09,정기,안정적,안정적,2021.06.16,S,회사채
교보증권,DLB,925(DLB),"4,260,000(USD)",2021.11.01,정기,AA-,AA-,2021.06.16,S,회사채
교보증권,DLB,925(DLB),"4,260,000(USD)",2021.11.01,정기,안정적,안정적,2021.06.16,S,회사채
대신에프앤아이,SB,31,500,2029.02.19,정기,A,A,2021.06.16,S,회사채
대신에프앤아이,SB,31,500,2029.02.19,정기,안정적,안정적,2021.06.16,S,회사채
롯데하이마트,SB,7,2000,2023.06.11,정기,AA-,AA-,2021.06.16,S,회사채
롯데하이마트,SB,7,2000,2023.06.11,정기,안정적,안정적,2021.06.16,S,회사채
롯데하이마트,SB,8,1400,2024.06.28,본,,AA-,2021.06.16,S,회사채
