기업명,회차,종류,평정,직전등급,직전전망,현재등급,현재전망,등급결정일,등급확정일,발행액(억원),요지,재무,보고서,Type
(주)애큐온캐피탈,140,SB,본,,,A,Stable,2020.09.01,2020.09.01,150,,,,채권
(주)지에스리테일,제33회,SB,본,,,AA,Stable,2020.08.31,2020.09.01,1500,,,,채권
키움캐피탈(주),제 53회,SB,본,,,BBB+,Stable,2020.09.01,2020.09.01,200,,,,채권
(주)국민은행,국민은행4009이(01)11M변-28,SB,본,,,AAA,Stable,2020.08.31,2020.08.31,1700,,,,채권
(주)부산은행,부산은행2020-09이1.5A-25,SB,본,,,AAA,Stable,2020.08.28,2020.08.31,1400,,,,채권
(주)신한은행,신한은행24-09-복-20-B,SB,본,,,AAA,Stable,2020.08.28,2020.08.31,700,,,,채권
(주)우리은행,우리은행24-09-할인9M-갑-29,SB,본,,,AAA,Stable,2020.08.31,2020.08.31,3000,,,,채권
(주)우리카드,178-2,SB,본,,,AA,Stable,2020.08.31,2020.08.31,500,,,,채권
(주)전북은행,전북은행24-09이02갑-21,SB,본,,,AA+,Stable,2020.08.31,2020.08.31,300,,,,채권
(주)케이비국민카드,314,SB,본,,,AA+,Stable,2020.08.31,2020.08.31,300,,,,채권
(주)하나은행,하나은행43-09이1갑-29(1-변),SB,본,,,AAA,Stable,2020.08.31,2020.08.31,3900,,,,채권
(주)한국씨티은행,24-09외 선순위 무보증사채,SB,본,,,AAA,Stable,2020.08.31,2020.08.31,,,,,채권
롯데카드(주),426,SB,본,,,AA-,Stable,2020.08.31,2020.08.31,300,,,,채권
산은캐피탈(주),652,SB,본,,,AA-,Stable,2020.08.31,2020.08.31,600,,,,채권
삼성카드(주),2483,SB,본,,,AA+,Stable,2020.08.31,2020.08.31,200,,,,채권
신한카드(주),2091-2,SB,본,,,AA+,Stable,2020.08.31,2020.08.31,500,,,,채권
신한캐피탈(주),429-2,SB,본,,,AA-,Stable,2020.08.31,2020.08.31,300,,,,채권
엔에이치농협캐피탈(주),154-2,SB,본,,,AA-,Stable,2020.08.31,2020.08.31,300,,,,채권
하나카드(주),188-2,SB,본,,,AA,Stable,2020.08.28,2020.08.31,400,,,,채권
현대카드(주),812-3,SB,본,,,AA,Stable,2020.08.31,2020.08.31,1400,,,,채권
(주)체리부로,1,BW,본,,,BB-,Negative,2020.08.27,2020.08.28,150,,,,채권
키움캐피탈(주),제 52회,SB,본,,,BBB+,Stable,2020.08.28,2020.08.28,100,,,,채권
하나금융투자(주),제835회 주가연계파생결합사채,ELB,본,,,AA,Stable,2020.08.28,2020.08.28,22.95,,,,채권
하나금융투자(주),제891회 기타파생결합사채,DLB,본,,,AA,Stable,2020.08.28,2020.08.28,9.772 백만USD,,,,채권
(주)약진통상,1 (미발행),SB,본,,,BB,Stable,2020.08.26,2020.08.27,250,,,,채권
DB금융투자(주),제331회 기타파생결합사채,DLB,본,,,A,Positive,2020.08.27,2020.08.27,2.29 백만USD,,,,채권
DB금융투자(주),제577회 주가연계파생결합사채,ELB,본,,,A,Positive,2020.08.27,2020.08.27,3.4,,,,채권
대보유통(주),6,SB,본,,,BBB,Negative,2020.08.27,2020.08.27,400,,,,채권
에스케이디스커버리(주),192-2,SB,본,,,A,Stable,2020.08.27,2020.08.27,400,,,,채권
오케이캐피탈(주),337,SB,수시,BBB+,Stable,BBB+,Positive,2020.08.27,2020.08.27,100,,,,채권
유진투자증권(주),제265회 주가연계파생결합사채,ELB,본,,,A,Stable,2020.08.26,2020.08.27,72.6,,,,채권
중소기업은행,기업은행(변)2011이1A-25,SB,본,,,AAA,Stable,2020.08.27,2020.08.27,600,,,,채권
한국투자증권(주),제1440회 주가연계파생결합사채,ELB,본,,,AA,Stable,2020.08.27,2020.08.27,149.8377,,,,채권
한국투자증권(주),한국투자증권 제144호 기타파생결합사채,DLB,본,,,AA,Stable,2020.08.27,2020.08.27,30 백만USD,,,,채권
(주)마니커,제27회,SB,본,,,BB,Negative,2020.08.26,2020.08.26,150,,,,채권
(주)한국스탠다드차타드은행,제20-09회 외,SB,본,,,AAA,Stable,2020.08.26,2020.08.26,,,,,채권
교보증권(주),제10780회 주가연계파생결합사채(ELB),ELB,본,,,A+,Positive,2020.08.26,2020.08.26,1.4578,,,,채권
미래에셋증권(주),제1248회 기타파생결합사채,DLB,본,,,AA,Stable,2020.08.26,2020.08.26,11.9262,,,,채권
미래에셋증권(주),제2620회 주가연계파생결합사채,ELB,본,,,AA,Stable,2020.08.26,2020.08.26,6.8461,,,,채권
아이비케이투자증권(주),제 1239회 주가연계파생결합사채,ELB,본,,,A+,Stable,2020.08.26,2020.08.26,1.4575,,,,채권
키움증권(주),드림 제133회 주가연계파생결합사채,ELB,본,,,AA-,Stable,2020.08.26,2020.08.26,12.9453,,,,채권
키움증권(주),제126회 외 기타파생결합사채,DLB,본,,,AA-,Stable,2020.08.26,2020.08.26,,,,,채권
현대차증권(주),제795회 주가연계파생결합사채,ELB,본,,,A+,Positive,2020.08.26,2020.08.26,2.1376,,,,채권
(주)우리금융지주,우리금융지주 제1회 선순위 무보증사채,SB,본,,,AAA,Stable,2020.08.25,2020.08.25,2000,,,,채권
(주)한국스탠다드차타드은행,스탠다드차타드은행15-06-단(콜)05-19,SB,수시,AAA,Stable,취소,,2020.08.25,2020.08.25,1000,,,,채권
에스케이(주),293-3,SB,본,,,AA+,Stable,2020.08.25,2020.08.25,1200,,,,채권
유안타증권(주),유안타 W 파생결합사채(ELB) 제100호,ELB,본,,,A+,Stable,2020.08.25,2020.08.25,1.4575,,,,채권
키움캐피탈(주),제 51-2회,SB,본,,,BBB+,Stable,2020.08.25,2020.08.25,95,,,,채권
현대로템(주),제30회 전환사채,CB,수시,BBB+,Stable,취소,,2020.08.25,2020.08.25,2400,,,,채권
농협금융지주(주),27-2,SB,본,,,AAA,Stable,2020.08.24,2020.08.24,1500,,,,채권
비엔케이캐피탈(주),220-2,SB,본,,,AA-,Stable,2020.08.21,2020.08.24,100,,,,채권
삼성증권(주),제1477회 주가연계파생결합사채,ELB,본,,,AA+,Stable,2020.08.21,2020.08.24,10.8007,,,,채권
삼성증권(주),제934회 기타파생결합사채,DLB,본,,,AA+,Stable,2020.08.21,2020.08.24,200,,,,채권
신한카드(주),2088,SB,본,,,AA+,Stable,2020.08.24,2020.08.24,500,,,,채권
우리금융캐피탈(주),405-2,SB,본,,,A+,Stable,2020.08.24,2020.08.24,1600,,,,채권
한국중부발전(주),제58-3회,SB,본,,,AAA,Stable,2020.08.24,2020.08.24,400,,,,채권
(주)체리부로,제16회,SB,본,,,BB-,Negative,2020.08.21,2020.08.21,70,,,,채권
교보증권(주),제10804회 주가연계파생결합사채,ELB,본,,,A+,Positive,2020.08.20,2020.08.21,20,,,,채권
교보증권(주),제844회 기타파생결합사채,DLB,본,,,A+,Positive,2020.08.20,2020.08.21,1.628 백만USD,,,,채권
롯데지주(주),제9-3회,SB,본,,,AA,Stable,2020.08.21,2020.08.21,500,,,,채권
메리츠캐피탈(주),166,SB,본,,,A+,Stable,2020.08.20,2020.08.21,500,,,,채권
메리츠캐피탈(주),제164회 외((주)메리츠금융지주 권면보증),SB,본,,,AA,Stable,2020.08.20,2020.08.21,,,,,채권
아이비케이투자증권(주),제 1234회 주가연계파생결합사채 (미발행),ELB,수시,A+,Stable,취소,,2020.08.21,2020.08.21,10,,,,채권
케이비증권(주),KB증권 제5068호 기타파생결합사채,DLB,본,,,AA+,Stable,2020.08.21,2020.08.21,20.9514,,,,채권
케이비증권(주),KB증권 제5372호 주가연계파생결합사채,ELB,본,,,AA+,Stable,2020.08.21,2020.08.21,3,,,,채권
한국투자캐피탈(주),51-1,SB,본,,,A,Stable,2020.08.20,2020.08.21,100,,,,채권
한국투자캐피탈(주),제50회 (한국투자금융지주(주) 권면보증),SB,본,,,AA-,Stable,2020.08.20,2020.08.21,300,,,,채권
현대건설(주),제304-3회,SB,본,,,AA-,Stable,2020.08.21,2020.08.21,800,,,,채권
현대차증권(주),제787회 주가연계파생결합사채 (미발행),ELB,수시,A+,Positive,취소,,2020.08.21,2020.08.21,25,,,,채권
현대캐피탈(주),1864-3,SB,본,,,AA,Stable,2020.08.20,2020.08.21,200,,,,채권
인천항만공사,제16회,SB,본,,,AAA,Stable,2020.08.20,2020.08.20,1100,,,,채권
현대차증권(주),제2회 무보증 후순위사채,SB,수시,A,Stable,A,Positive,2020.08.20,2020.08.20,500,,,,채권
현대차증권(주),제791회 주가연계파생결합사채,ELB,수시,A+,Stable,A+,Positive,2020.08.20,2020.08.20,11.2813,,,,채권
(주)알루코,51,SB,본,,,BB+,Stable,2020.08.19,2020.08.19,300,,,,채권
교보증권(주),제10759회 주가연계파생결합사채(ELB) (미발행),ELB,수시,A+,Positive,취소,,2020.08.19,2020.08.19,25,,,,채권
교보증권(주),제658회 기타파생결합사채,DLB,수시,A+,Positive,취소,,2020.08.19,2020.08.19,1 백만USD,,,,채권
깨끗한나라(주),제109회,SB,본,,,BBB,Stable,2020.08.19,2020.08.19,500,,,,채권
케이비증권(주),KB증권 제5311호 주가연계파생결합사채,ELB,수시,AA+,Stable,취소,,2020.08.19,2020.08.19,30.7032,,,,채권
케이비증권(주),제2019-721회 기타파생결합사채,DLB,수시,AA+,Stable,취소,,2020.08.19,2020.08.19,1.2,,,,채권
(주)체리부로,1 (미발행),BW,수시,BB,Negative,취소,,2020.08.18,2020.08.18,150,,,,채권
(주)국민은행,국민은행 4008이표일(03)10(후)-28(지),SB,본,,,AA,Stable,2020.08.13,2020.08.14,5000,,,,채권
롯데글로벌로지스(주),47회 (미발행),SB,수시,A,Stable,취소,,2020.08.14,2020.08.14,0,,,,채권
수협은행,수산금융채권(은행)20-9할11-7,SB,본,,,AAA,Stable,2020.08.14,2020.08.14,1500,,,,채권
신영증권(주),제197회 외 주가연계파생결합사채,ELB,본,,,AA-,Stable,2020.08.13,2020.08.14,,,,,채권
신영증권(주),제95회 외 기타파생결합사채,DLB,본,,,AA-,Stable,2020.08.13,2020.08.14,,,,,채권
에쓰오일(주),57-3,SB,본,,,AA+,Negative,2020.08.14,2020.08.14,400,,,,채권
(주)세아제강,4,SB,본,,,A+,Stable,2020.08.12,2020.08.13,600,,,,채권
(주)하나금융지주,7-2회,HB,본,,,AA-,Stable,2020.08.12,2020.08.13,900,,,,채권
여주에너지서비스(주),제1-3회(SK E&S 권면보증) (미발행),SB,수시,AA+,Stable,취소,,2020.08.13,2020.08.13,500,,,,채권
JB우리캐피탈(주),제 406회 외,SB,본,,,AA-,Stable,2020.08.12,2020.08.12,,,,,채권
(주)JB금융지주,12-2,SB,본,,,AA+,Stable,2020.08.11,2020.08.11,300,,,,채권
(주)에이션패션,2,SB,수시,,,BB+,Stable,2020.08.11,2020.08.11,100,,,,채권
여주에너지서비스(주),제1-3회(SK E&S 권면보증) (미발행),SB,본,,,AA+,Stable,2020.08.10,2020.08.11,500,,,,채권
오케이미트(주),5,SB,본,,,BB,Stable,2020.08.11,2020.08.11,100,,,,채권
(주)아이비케이캐피탈,220-5,SB,본,,,AA-,Stable,2020.08.10,2020.08.10,300,,,,채권
메리츠증권(주),제184회 주가연계파생결합사채,ELB,본,,,AA-,Stable,2020.08.10,2020.08.10,14.922 백만USD,,,,채권
메리츠증권(주),제234회 외 기타파생결합사채,DLB,본,,,AA-,Stable,2020.08.10,2020.08.10,,,,,채권
부산항만공사,제31-1회,SB,본,,,AAA,Stable,2020.08.10,2020.08.10,600,,,,채권
알씨아이파이낸셜서비스코리아(주),제85회차,SB,본,,,A+,Stable,2020.08.10,2020.08.10,400,,,,채권
엘지이노텍(주),43-3,SB,본,,,AA-,Stable,2020.08.10,2020.08.10,700,,,,채권
하나캐피탈(주),312-4,SB,본,,,AA-,Stable,2020.08.10,2020.08.10,200,,,,채권
(주)에스비에스,13-2,SB,본,,,AA,Stable,2020.08.06,2020.08.07,700,,,,채권
대신증권(주),제536회 주가연계파생결합사채,ELB,본,,,AA-,Stable,2020.08.07,2020.08.07,46.7454,,,,채권
엔에이치투자증권(주),제1425회 기타파생결합사채,DLB,본,,,AA+,Stable,2020.08.07,2020.08.07,300,,,,채권
엔에이치투자증권(주),제1963회 주가연계파생결합사채,ELB,본,,,AA+,Stable,2020.08.07,2020.08.07,34.6903,,,,채권
유진투자증권(주),제242회 기타파생결합사채,DLB,본,,,A,Stable,2020.08.06,2020.08.07,1.857 백만USD,,,,채권
한국산업은행,산금19신복2000-0603-1INT,SB,수시,AAA,Stable,취소,,2020.08.07,2020.08.07,200,,,,채권
현대커머셜(주),383-2,SB,본,,,AA-,Stable,2020.08.07,2020.08.07,500,,,,채권
(주)케이비금융지주,44-3,SB,본,,,AAA,Stable,2020.08.06,2020.08.06,300,,,,채권
(주)하나금융지주,제1-1회 상각형 조건부자본증권(신종),HB,수시,AA-,Stable,취소,,2020.08.05,2020.08.05,700,,,,채권
롯데캐피탈(주),400,SB,본,,,AA-,Stable,2020.08.04,2020.08.04,500,,,,채권
한국캐피탈(주),443-1,SB,본,,,A-,Positive,2020.08.04,2020.08.04,200,,,,채권
(주)광주은행,광주은행2020-08이(변)1갑-10,SB,본,,,AA+,Stable,2020.08.03,2020.08.03,500,,,,채권
KB캐피탈(주),458-3,SB,본,,,AA-,Stable,2020.08.03,2020.08.03,400,,,,채권
에스와이스틸텍(주),제1회,SB,본,,,BB-,Negative,2020.07.31,2020.08.03,50,,,,채권
(주)국민은행,국민은행4008이표(03)1.25-31,SB,본,,,AAA,Stable,2020.07.31,2020.07.31,2500,,,,채권
(주)부산은행,부산은행2020-08이1.5A-31,SB,본,,,AAA,Stable,2020.07.30,2020.07.31,500,,,,채권
(주)신한은행,신한은행24-08-이-2.5-A,SB,본,,,AAA,Stable,2020.07.30,2020.07.31,1500,,,,채권
(주)우리은행,우리은행24-08-이표03갑06(지),SB,본,,,AAA,Stable,2020.07.30,2020.07.31,3000,,,,채권
(주)우리카드,176-2,SB,본,,,AA,Stable,2020.07.31,2020.07.31,400,,,,채권
(주)전북은행,24-08 외 선순위 무보증사채,SB,본,,,AA+,Stable,2020.07.30,2020.07.31,,,,,채권
(주)케이비국민카드,311-2,SB,본,,,AA+,Stable,2020.07.31,2020.07.31,800,,,,채권
(주)하나은행,하나은행43-08복20갑-26(고콜),SB,본,,,AAA,Stable,2020.07.31,2020.07.31,500,,,,채권
(주)한국씨티은행,한국씨티은행24-08이05-A,SB,본,,,AAA,Stable,2020.07.30,2020.07.31,1000,,,,채권
산은캐피탈(주),651-2,SB,본,,,AA-,Stable,2020.07.31,2020.07.31,500,,,,채권
삼성카드(주),2472,SB,본,,,AA+,Stable,2020.07.31,2020.07.31,600,,,,채권
신한카드(주),2086-2,SB,본,,,AA+,Stable,2020.07.31,2020.07.31,900,,,,채권
일신건영(주),제16회차,SB,본,,,BB+,Stable,2020.07.31,2020.07.31,150,,,,채권
키움증권(주),드림 제128회 주가연계파생결합사채,ELB,본,,,AA-,Stable,2020.07.30,2020.07.31,22.468,,,,채권
키움증권(주),제125회 기타파생결합사채,DLB,본,,,AA-,Stable,2020.07.30,2020.07.31,50 백만EUR,,,,채권
하나카드(주),하나카드 제188회 외 선순위 무보증사채,SB,본,,,AA,Stable,2020.07.30,2020.07.31,,,,,채권
한국토지주택공사,토지주택채권(용지) 20-07,SB,본,,,AAA,Stable,2020.07.31,2020.07.31,292.23,,,,채권
현대카드(주),811-4,SB,본,,,AA,Stable,2020.07.31,2020.07.31,200,,,,채권
롯데카드(주),425-2,SB,본,,,AA-,Stable,2020.07.30,2020.07.30,100,,,,채권
신한캐피탈(주),427-5,SB,본,,,AA-,Stable,2020.07.30,2020.07.30,1100,,,,채권
엔에이치농협캐피탈(주),153,SB,본,,,AA-,Stable,2020.07.30,2020.07.30,200,,,,채권
유진투자증권(주),제262회 주가연계파생결합사채,ELB,본,,,A,Stable,2020.07.30,2020.07.30,93,,,,채권
하나금융투자(주),제828회 주가연계파생결합사채,ELB,본,,,AA,Stable,2020.07.30,2020.07.30,113.5043,,,,채권
하나금융투자(주),제880회 기타파생결합사채,DLB,본,,,AA,Stable,2020.07.30,2020.07.30,30,,,,채권
한화호텔앤드리조트(주),46 (미발행),SB,수시,BBB+,Negative,취소,,2020.07.30,2020.07.30,0,,,,채권
(주)하나은행,하나은행 43-08이10갑-13(후),SB,본,,,AA,Stable,2020.07.29,2020.07.29,3400,,,,채권
교보증권(주),제10764회 주가연계파생결합사채(ELB),ELB,본,,,A+,Positive,2020.07.28,2020.07.29,1.2584,,,,채권
아이비케이투자증권(주),제 1235회 주가연계파생결합사채,ELB,본,,,A+,Stable,2020.07.28,2020.07.29,1.2583,,,,채권
유안타증권(주),유안타 W 파생결합사채(ELB) 제99호,ELB,본,,,A+,Stable,2020.07.28,2020.07.29,1.2583,,,,채권
한국투자증권(주),제121호 기타파생결합사채,DLB,본,,,AA,Stable,2020.07.29,2020.07.29,10.385,,,,채권
한국투자증권(주),제1437회 주가연계파생결합사채,ELB,본,,,AA,Stable,2020.07.29,2020.07.29,106.7797,,,,채권
현대차증권(주),제791회 주가연계파생결합사채,ELB,본,,,A+,Stable,2020.07.28,2020.07.29,11.2813,,,,채권
(주)메리츠금융지주,제10회 선순위 무보증사채,SB,본,,,AA,Stable,2020.07.27,2020.07.28,1000,,,,채권
DB금융투자(주),마이퍼스트 제66회 기타파생결합사채,DLB,본,,,A,Positive,2020.07.28,2020.07.28,7,,,,채권
DB금융투자(주),제569회 주가연계파생결합사채,ELB,본,,,A,Positive,2020.07.28,2020.07.28,43.825,,,,채권
키움캐피탈(주),제 50회 선순위 무보증사채,SB,본,,,BBB+,Stable,2020.07.28,2020.07.28,480,,,,채권
(주)한국스탠다드차타드은행,제20-08회 외,SB,본,,,AAA,Stable,2020.07.24,2020.07.24,,,,,채권
메리츠캐피탈(주),161-2,SB,본,,,A+,Stable,2020.07.24,2020.07.24,100,,,,채권
메리츠캐피탈(주),제162회 외((주)메리츠금융지주 권면보증),SB,본,,,AA,Stable,2020.07.24,2020.07.24,,,,,채권
미래에셋증권(주),제1243회 기타파생결합사채,DLB,본,,,AA,Stable,2020.07.24,2020.07.24,1.7031,,,,채권
미래에셋증권(주),제2612회 주가연계파생결합사채,ELB,본,,,AA,Stable,2020.07.24,2020.07.24,3.5007,,,,채권
신한생명보험(주),제1회 신종자본증권,HB,본,,,AA,Stable,2020.07.24,2020.07.24,3000,,,,채권
유안타증권(주),제206호 기타파생결합사채,DLB,본,,,A+,Stable,2020.07.24,2020.07.24,.5 백만USD,,,,채권
유안타증권(주),제98호 외 주가연계파생결합사채(ELB),ELB,본,,,A+,Stable,2020.07.24,2020.07.24,,,,,채권
한국투자캐피탈(주),제48회 외,SB,본,,,A,Stable,2020.07.24,2020.07.24,,,,,채권
한국투자캐피탈(주),제49회 외(한국투자금융지주(주) 권면보증),SB,본,,,AA-,Stable,2020.07.24,2020.07.24,,,,,채권
현대캐피탈(주),1858-4,SB,본,,,AA,Stable,2020.07.24,2020.07.24,400,,,,채권
덕양산업(주),1(신보PCBO) (미발행),SB,수시,BB,Stable,취소,,2020.07.23,2020.07.23,0,,,,채권
신영에스디(주),1회,SB,본,,,B-,Negative,2020.07.22,2020.07.23,50,,,,채권
포스코에너지(주),제28-3회,SB,본,,,AA-,Stable,2020.07.23,2020.07.23,400,,,,채권
하나에프앤아이(주),제 180-2회,SB,본,,,A-,Positive,2020.07.23,2020.07.23,1250,,,,채권
교보증권(주),제10775회 주가연계파생결합사채,ELB,본,,,A+,Positive,2020.07.22,2020.07.22,11.96,,,,채권
교보증권(주),제828회 기타파생결합사채,DLB,본,,,A+,Positive,2020.07.22,2020.07.22,300,,,,채권
중소벤처기업진흥공단,707,SB,본,,,AAA,Stable,2020.07.22,2020.07.22,1100,,,,채권
케이비증권(주),KB증권 제5360호 주가연계파생결합사채,ELB,본,,,AA+,Stable,2020.07.22,2020.07.22,1.7,,,,채권
케이비증권(주),제2020-741회 기타파생결합사채,DLB,본,,,AA+,Stable,2020.07.22,2020.07.22,34 백만USD,,,,채권
한국주택금융공사,제54회,SB,본,,,AAA,Stable,2020.07.22,2020.07.22,1800,,,,채권
삼성증권(주),제1452회 주가연계파생결합사채,ELB,본,,,AA+,Stable,2020.07.20,2020.07.21,2.1336,,,,채권
삼성증권(주),제930회 기타파생결합사채,DLB,본,,,AA+,Stable,2020.07.20,2020.07.21,20 백만USD,,,,채권
우리금융캐피탈(주),403-2,SB,본,,,A+,Stable,2020.07.21,2020.07.21,1300,,,,채권
현대일렉트릭앤에너지시스템(주),5,SB,수시,,,A-,Negative,2020.07.21,2020.07.21,500,,,,채권
농협금융지주(주),26-2,SB,본,,,AAA,Stable,2020.07.20,2020.07.20,2000,,,,채권
농협은행(주),농업금융채권(은행)2020-10이1Y-A,SB,본,,,AAA,Stable,2020.07.20,2020.07.20,3000,,,,채권
(주)BNK금융지주,제9회 상각형 조건부자본증권(신종자본증권),HB,본,,,AA-,Stable,2020.07.16,2020.07.17,1000,,,,채권
대구도시철도공사,42회,SB,본,,,AA+,Stable,2020.07.17,2020.07.17,1314,,,,채권
삼성카드(주),2461,SB,본,,,AA+,Stable,2020.07.17,2020.07.17,500,,,,채권
한국중부발전(주),제57-2회,SB,본,,,AAA,Stable,2020.07.17,2020.07.17,1000,,,,채권
한국캐피탈(주),제439회(신용보증기금 P-CBO),SB,본,,,A-,Positive,2020.07.17,2020.07.17,200,,,,채권
코리아에프티(주),3,SB,본,,,BB,Stable,2020.07.16,2020.07.16,100,,,,채권
코리아에프티(주),제1회차 선순위 무보증 회사채 (미발행),SB,수시,BB,Stable,취소,,2020.07.16,2020.07.16,0,,,,채권
교보증권(주),제10749회 주가연계파생결합사채(ELB),ELB,본,,,A+,Positive,2020.07.14,2020.07.15,1.7697,,,,채권
롯데케미칼(주),56-2,SB,본,,,AA+,Stable,2020.07.15,2020.07.15,1000,,,,채권
현대차증권(주),제 784회 주가연계파생결합사채,ELB,본,,,A+,Stable,2020.07.15,2020.07.15,1.7696,,,,채권
미래에셋캐피탈(주),40-1,SB,본,,,AA-,Stable,2020.07.14,2020.07.14,300,,,,채권
비엔케이캐피탈(주),215-2,SB,본,,,AA-,Stable,2020.07.14,2020.07.14,600,,,,채권
아이비케이투자증권(주),제 1233회 주가연계파생결합사채,ELB,본,,,A+,Stable,2020.07.14,2020.07.14,1.7696,,,,채권
