기업명,평정,직전등급,현재등급,등급결정일,등급확정일,결산기준,발행한도(억원),유효기간,요지,재무,보고서,Type
메리츠증권(주),정기,A1,A1,2020.11.16,2020.11.17,2019.12.31,35000,2021.06.30,,,,전자단기사채
에스케이에코플랜트(주),정기,A2-,A2-,2020.11.16,2020.11.17,2019.12.31,5000,2021.06.30,,,,전자단기사채
중소벤처기업진흥공단,정기,A1,A1,2020.11.13,2020.11.13,2019.12.31,10000,2021.06.30,,,,전자단기사채
우리에프아이에스(주),정기,A2+,A2+,2020.11.12,2020.11.12,2019.12.31,500,2021.06.30,,,,전자단기사채
한국남부발전(주),정기,A1,A1,2020.11.11,2020.11.11,2019.12.31,5000,2021.06.30,,,,전자단기사채
하나캐피탈(주),정기,A1,A1,2020.11.06,2020.11.06,2019.12.31,10000,2021.06.30,,,,전자단기사채
(주)대원고속((주)신한은행 보증),수시,A1,A1,2020.10.30,2020.10.30,2019.12.31,50,2020.12.18,,,,전자단기사채
신한캐피탈(주),정기,A1,A1,2020.10.30,2020.10.30,2019.12.31,4000,2021.06.30,,,,전자단기사채
엔에이치농협캐피탈(주),정기,A1,A1,2020.10.30,2020.10.30,2019.12.31,9350,2021.06.30,,,,전자단기사채
한국토지주택공사,정기,A1,A1,2020.10.30,2020.10.30,2019.12.31,50000,2021.06.30,,,,전자단기사채
(주)대원고속((주)신한은행 보증),본,,A1,2020.10.29,2020.10.29,2019.12.31,150,2021.06.30,,,,전자단기사채
(주)케이씨씨,정기,A1,A1,2020.10.28,2020.10.29,2019.12.31,5000,2021.06.30,,,,전자단기사채
한국서부발전(주),정기,A1,A1,2020.10.29,2020.10.29,2019.12.31,5000,2021.06.30,,,,전자단기사채
우리금융캐피탈(주),수시,A2+,A2+↑,2020.10.26,2020.10.26,2019.12.31,3000,2021.06.30,,,,전자단기사채
대한해운(주),정기,A3-,A3-,2020.10.22,2020.10.22,2019.12.31,1000,2021.06.30,,,,전자단기사채
대한해운엘엔지(주)(대한해운(주) 보증),본,,A3-,2020.10.22,2020.10.22,,240,2021.06.30,,,,전자단기사채
한국중부발전(주),정기,A1,A1,2020.10.22,2020.10.22,2019.12.31,5000,2021.06.30,,,,전자단기사채
한화종합화학(주),정기,A1,A1,2020.10.08,2020.10.08,2019.12.31,5000,2021.06.30,,,,전자단기사채
(주)서울신문사,정기,A3+,A3+,2020.10.05,2020.10.06,2019.12.31,200,2021.06.30,,,,전자단기사채
에스케이텔레콤(주),정기,A1,A1,2020.09.28,2020.09.28,2019.12.31,8000,2021.06.30,,,,전자단기사채
신영증권(주),본,,A1,2020.09.21,2020.09.21,2020.03.31,7000,2021.09.30,,,,전자단기사채
아시아나항공(주),수시,A3-◆,A3-↓,2020.09.15,2020.09.15,2019.12.31,5000,2021.06.30,,,,전자단기사채
에스케이브로드밴드(주),정기,A1,A1,2020.09.14,2020.09.14,2019.12.31,2000,2021.06.30,,,,전자단기사채
(주)경기고속((주)신한은행 보증),본,,A1,2020.09.10,2020.09.10,2019.12.31,100,2021.06.30,,,,전자단기사채
이베스트투자증권(주),정기,A2+,A2+,2020.09.03,2020.09.03,2019.12.31,6000,2021.06.30,,,,전자단기사채
(주)DGB캐피탈,정기,A2,A2+,2020.09.02,2020.09.02,2019.12.31,3000,2021.06.30,,,,전자단기사채
(주)지에스리테일,정기,A1,A1,2020.08.31,2020.09.01,2019.12.31,5000,2021.06.30,,,,전자단기사채
노무라금융투자(주),본,,A1,2020.08.28,2020.08.28,2020.03.31,2500,2021.09.30,,,,전자단기사채
깨끗한나라(주),정기,A3,A3,2020.08.19,2020.08.19,2019.12.31,800,2021.06.30,,,,전자단기사채
씨제이포디플렉스(주),본,,A3-,2020.07.17,2020.07.17,2019.12.31,200,2021.06.30,,,,전자단기사채
두산중공업(주),본,,A3-◆,2020.07.13,2020.07.13,2019.12.31,10000,2021.06.30,,,,전자단기사채
에스지에이(주),본,,B-,2020.07.08,2020.07.09,2019.12.31,30,2021.06.30,,,,전자단기사채
(주)현대백화점,본,,A1,2020.07.07,2020.07.07,2019.12.31,5000,2021.06.30,,,,전자단기사채
현대캐피탈(주),본,,A1,2020.07.01,2020.07.01,2019.12.31,20000,2021.06.30,,,,전자단기사채
(주)BNK투자증권,본,,A2+,2020.06.29,2020.06.30,2019.12.31,10000,2021.06.30,,,,전자단기사채
(주)광주신세계,본,,A1,2020.06.30,2020.06.30,2019.12.31,800,2021.06.30,,,,전자단기사채
(주)신세계동대구복합환승센터,본,,A2+,2020.06.29,2020.06.30,2019.12.31,700,2021.06.30,,,,전자단기사채
(주)신한금융지주회사,본,,A1,2020.06.29,2020.06.30,2019.12.31,4000,2021.06.30,,,,전자단기사채
(주)현대그린푸드,본,,A1,2020.06.29,2020.06.30,2019.12.31,1000,2021.06.30,,,,전자단기사채
(주)현대홈쇼핑,본,,A1,2020.06.30,2020.06.30,2019.12.31,4000,2021.06.30,,,,전자단기사채
대신증권(주),본,,A1,2020.06.29,2020.06.30,2019.12.31,20000,2021.06.30,,,,전자단기사채
삼성증권(주),본,,A1,2020.06.29,2020.06.30,2019.12.31,20000,2021.06.30,,,,전자단기사채
신한금융투자(주),본,,A1,2020.06.29,2020.06.30,2019.12.31,30000,2021.06.30,,,,전자단기사채
에스케이증권(주),본,,A2+,2020.06.29,2020.06.30,2019.12.31,5000,2021.06.30,,,,전자단기사채
유진기업(주),본,,A3,2020.06.30,2020.06.30,2019.12.31,850,2021.06.30,,,,전자단기사채
한국동서발전(주),본,,A1,2020.06.29,2020.06.30,2019.12.31,5000,2021.06.30,,,,전자단기사채
현대카드(주),본,,A1,2020.06.30,2020.06.30,2019.12.31,15000,2021.06.30,,,,전자단기사채
(주)애큐온캐피탈,본,,A2,2020.06.26,2020.06.29,2019.12.31,8500,2021.06.30,,,,전자단기사채
대신에프앤아이(주),본,,A2,2020.06.26,2020.06.29,2019.12.31,5000,2021.06.30,,,,전자단기사채
대한해운(주),본,,A3-,2020.06.29,2020.06.29,2019.12.31,1000,2021.06.30,,,,전자단기사채
롯데캐피탈(주),본,,A1,2020.06.29,2020.06.29,2019.12.31,10000,2021.06.30,,,,전자단기사채
부국증권(주),본,,A2+,2020.06.26,2020.06.29,2019.12.31,9000,2021.06.30,,,,전자단기사채
신한캐피탈(주),본,,A1,2020.06.29,2020.06.29,2019.12.31,4000,2021.06.30,,,,전자단기사채
씨제이씨지브이(주),본,,A2,2020.06.29,2020.06.29,2019.12.31,1000,2021.06.30,,,,전자단기사채
아이비케이투자증권(주),본,,A1,2020.06.26,2020.06.29,2019.12.31,5000,2021.06.30,,,,전자단기사채
엔에이치농협캐피탈(주),본,,A1,2020.06.29,2020.06.29,2019.12.31,9350,2021.06.30,,,,전자단기사채
유안타증권(주),본,,A1,2020.06.29,2020.06.29,2019.12.31,10000,2021.06.30,,,,전자단기사채
유진투자증권(주),본,,A2+,2020.06.29,2020.06.29,2019.12.31,4500,2021.06.30,,,,전자단기사채
하이투자증권(주),본,,A1,2020.06.29,2020.06.29,2019.12.31,10000,2021.06.30,,,,전자단기사채
한국자산관리공사,본,,A1,2020.06.29,2020.06.29,2019.12.31,6000,2021.06.30,,,,전자단기사채
한국증권금융(주),본,,A1,2020.06.29,2020.06.29,2019.12.31,20000,2021.06.30,,,,전자단기사채
한양증권(주),본,,A2,2020.06.26,2020.06.29,2019.12.31,2000,2021.06.30,,,,전자단기사채
(주)신세계,본,,A1,2020.06.25,2020.06.26,2019.12.31,8000,2021.06.30,,,,전자단기사채
(주)이마트,본,,A1,2020.06.25,2020.06.26,2019.12.31,8000,2021.06.30,,,,전자단기사채
예금보험공사,본,,A1,2020.06.26,2020.06.26,2019.12.31,13000,2021.06.30,,,,전자단기사채
중소벤처기업진흥공단,본,,A1,2020.06.26,2020.06.26,2019.12.31,10000,2021.06.30,,,,전자단기사채
케이티비투자증권(주),본,,A2-,2020.06.25,2020.06.26,2019.12.31,5000,2021.06.30,,,,전자단기사채
키움증권(주),본,,A1,2020.06.26,2020.06.26,2019.12.31,30000,2021.06.30,,,,전자단기사채
한국지역난방공사,본,,A1,2020.06.26,2020.06.26,2019.12.31,3500,2021.06.30,,,,전자단기사채
한화투자증권(주),본,,A1,2020.06.26,2020.06.26,2019.12.31,10000,2021.06.30,,,,전자단기사채
(주)지에스리테일,본,,A1,2020.06.25,2020.06.25,2019.12.31,5000,2021.06.30,,,,전자단기사채
이베스트투자증권(주),본,,A2+,2020.06.24,2020.06.25,2019.12.31,6000,2021.06.30,,,,전자단기사채
케이티비네트워크(주),본,,A3+,2020.06.24,2020.06.25,2019.12.31,150,2021.06.30,,,,전자단기사채
한국중부발전(주),본,,A1,2020.06.25,2020.06.25,2019.12.31,5000,2021.06.30,,,,전자단기사채
롯데쇼핑(주),본,,A1,2020.06.24,2020.06.24,2019.12.31,10000,2021.06.30,,,,전자단기사채
삼성중공업(주),본,,A3+,2020.06.23,2020.06.24,2019.12.31,8000,2021.06.30,,,,전자단기사채
한국도로공사,본,,A1,2020.06.24,2020.06.24,2019.12.31,6000,2021.06.30,,,,전자단기사채
(주)DGB캐피탈,본,,A2,2020.06.23,2020.06.23,2019.12.31,3000,2021.06.30,,,,전자단기사채
(주)이랜드리테일,본,,A3+,2020.06.22,2020.06.23,2019.12.31,1000,2021.06.30,,,,전자단기사채
(주)이랜드월드,본,,A3,2020.06.23,2020.06.23,2019.12.31,1500,2021.06.30,,,,전자단기사채
교보증권(주),본,,A1,2020.06.23,2020.06.23,2019.12.31,7000,2021.06.30,,,,전자단기사채
메리츠캐피탈(주),본,,A2+,2020.06.23,2020.06.23,2019.12.31,4500,2021.06.30,,,,전자단기사채
엘에스엠트론(주),본,,A2-,2020.06.22,2020.06.23,2019.12.31,500,2021.06.30,,,,전자단기사채
우리에프아이에스(주),본,,A2+,2020.06.22,2020.06.23,2019.12.31,500,2021.06.30,,,,전자단기사채
케이비증권(주),본,,A1,2020.06.23,2020.06.23,2019.12.31,30000,2021.06.30,,,,전자단기사채
한국투자증권(주),본,,A1,2020.06.23,2020.06.23,2019.12.31,40000,2021.06.30,,,,전자단기사채
한화종합화학(주),본,,A1,2020.06.22,2020.06.23,2019.12.31,5000,2021.06.30,,,,전자단기사채
에스케이텔레콤(주),본,,A1,2020.06.19,2020.06.22,2019.12.31,8000,2021.06.30,,,,전자단기사채
중앙일보(주),본,,A3,2020.06.19,2020.06.22,2019.12.31,1000,2021.06.30,,,,전자단기사채
메리츠증권(주),본,,A1,2020.06.18,2020.06.19,2019.12.31,35000,2021.06.30,,,,전자단기사채
키움캐피탈(주),본,,A3+,2020.06.19,2020.06.19,2019.12.31,2000,2021.06.30,,,,전자단기사채
롯데오토리스(주),본,,A2,2020.06.18,2020.06.18,2019.12.31,1000,2021.06.30,,,,전자단기사채
(주)두산,본,,A3◆,2020.06.15,2020.06.15,2019.12.31,2000,2021.06.30,,,,전자단기사채
강원도개발공사,본,,A1,2020.06.15,2020.06.15,2019.12.31,2000,2021.06.30,,,,전자단기사채
두산중공업(주),수시,A3,A3-◆,2020.06.15,2020.06.15,2019.12.31,10000,2020.06.30,,,,전자단기사채
한국남부발전(주),본,,A1,2020.06.15,2020.06.15,2019.12.31,5000,2021.06.30,,,,전자단기사채
(주)대동,본,,A3,2020.06.11,2020.06.12,2019.12.31,200,2021.06.30,,,,전자단기사채
한국투자캐피탈(주),본,,A2,2020.06.12,2020.06.12,2019.12.31,2000,2021.06.30,,,,전자단기사채
(주)동방,본,,A3-,2020.06.10,2020.06.10,2019.12.31,120,2021.06.30,,,,전자단기사채
(주)서울신문사,본,,A3+,2020.06.09,2020.06.10,2019.12.31,200,2021.06.30,,,,전자단기사채
미래에셋캐피탈(주),본,,A1,2020.06.10,2020.06.10,2019.12.31,5000,2021.06.30,,,,전자단기사채
코리아오토글라스(주),본,,A1,2020.06.09,2020.06.10,2019.12.31,1000,2021.06.30,,,,전자단기사채
비엔케이캐피탈(주),본,,A1,2020.06.09,2020.06.09,2019.12.31,1000,2021.06.30,,,,전자단기사채
아시아나항공(주),본,,A3-◆,2020.06.08,2020.06.09,2019.12.31,5000,2021.06.30,,,,전자단기사채
에스케이에코플랜트(주),본,,A2-,2020.06.09,2020.06.09,2019.12.31,5000,2021.06.30,,,,전자단기사채
엔에이치투자증권(주),본,,A1,2020.06.09,2020.06.09,2019.12.31,40000,2021.06.30,,,,전자단기사채
하나캐피탈(주),본,,A1,2020.06.09,2020.06.09,2019.12.31,10000,2021.06.30,,,,전자단기사채
한국남동발전(주),본,,A1,2020.06.08,2020.06.08,2019.12.31,5000,2021.06.30,,,,전자단기사채
롯데카드(주),본,,A1,2020.06.05,2020.06.05,2019.12.31,10000,2021.06.30,,,,전자단기사채
한국주택금융공사,본,,A1,2020.06.05,2020.06.05,2019.12.31,12000,2021.06.30,,,,전자단기사채
(주)신세계센트럴시티,본,,A1,2020.06.04,2020.06.04,2019.12.31,1000,2021.06.30,,,,전자단기사채
(주)아이비케이캐피탈,본,,A1,2020.06.04,2020.06.04,2019.12.31,15000,2021.06.30,,,,전자단기사채
롯데렌탈(주),본,,A1,2020.06.03,2020.06.03,2019.12.31,1000,2021.06.30,,,,전자단기사채
KB캐피탈(주),본,,A1,2020.06.02,2020.06.02,2019.12.31,2000,2021.06.30,,,,전자단기사채
깨끗한나라(주),본,,A3,2020.06.01,2020.06.02,2019.12.31,800,2021.06.30,,,,전자단기사채
(주)케이씨씨건설,본,,A2,2020.06.01,2020.06.01,2019.12.31,1000,2021.06.30,,,,전자단기사채
제이티비씨스튜디오(주),본,,A3,2020.05.29,2020.06.01,2019.12.31,2000,2021.06.30,,,,전자단기사채
지에스칼텍스(주),본,,A1,2020.06.01,2020.06.01,2019.12.31,8000,2021.06.30,,,,전자단기사채
(주)경기고속((주)신한은행 보증),본,,A1,2020.05.29,2020.05.29,2019.12.31,100,2020.09.18,,,,전자단기사채
(주)대원고속((주)신한은행 보증),본,,A1,2020.05.29,2020.05.29,2019.12.31,50,2020.12.18,,,,전자단기사채
(주)대원고속((주)신한은행 보증),본,,A1,2020.05.29,2020.05.29,2019.12.31,150,2020.11.08,,,,전자단기사채
(주)우리카드,본,,A1,2020.05.29,2020.05.29,2019.12.31,29000,2021.06.30,,,,전자단기사채
(주)케이비국민카드,본,,A1,2020.05.29,2020.05.29,2019.12.31,21000,2021.06.30,,,,전자단기사채
DB금융투자(주),본,,A2+,2020.05.29,2020.05.29,2019.12.31,5000,2021.06.30,,,,전자단기사채
산은캐피탈(주),본,,A1,2020.05.29,2020.05.29,2019.12.31,5000,2021.06.30,,,,전자단기사채
삼성카드(주),본,,A1,2020.05.29,2020.05.29,2019.12.31,15000,2021.06.30,,,,전자단기사채
에스케이브로드밴드(주),본,,A1,2020.05.29,2020.05.29,2019.12.31,2000,2021.06.30,,,,전자단기사채
제이티비씨(주),본,,A3+,2020.05.29,2020.05.29,2019.12.31,800,2021.06.30,,,,전자단기사채
하나카드(주),본,,A1,2020.05.28,2020.05.29,2019.12.31,14000,2021.06.30,,,,전자단기사채
롯데하이마트(주),본,,A1,2020.05.28,2020.05.28,2019.12.31,2000,2021.06.30,,,,전자단기사채
한국토지주택공사,본,,A1,2020.05.26,2020.05.27,2019.12.31,50000,2021.06.30,,,,전자단기사채
현대커머셜(주),본,,A1,2020.05.25,2020.05.25,2019.12.31,5000,2021.06.30,,,,전자단기사채
롯데지알에스(주),본,,A2,2020.05.21,2020.05.22,2019.12.31,250,2021.06.30,,,,전자단기사채
씨제이씨지브이(주),수시,A2+↓,A2,2020.05.21,2020.05.22,2019.12.31,1000,2020.06.30,,,,전자단기사채
(주)케이씨씨,본,,A1,2020.05.20,2020.05.21,2019.12.31,5000,2021.06.30,,,,전자단기사채
현대로템(주),본,,A3+,2020.05.20,2020.05.21,2019.12.31,5000,2021.06.30,,,,전자단기사채
키움증권(주),수시,A1,A1,2020.05.20,2020.05.20,2019.12.31,30000,2020.06.30,,,,전자단기사채
파르나스호텔(주),본,,A2+,2020.05.19,2020.05.19,2019.12.31,1000,2021.06.30,,,,전자단기사채
한국서부발전(주),본,,A1,2020.05.18,2020.05.18,2019.12.31,5000,2021.06.30,,,,전자단기사채
(주)예스코,본,,A1,2020.05.14,2020.05.15,2019.12.31,1000,2021.06.30,,,,전자단기사채
(주)예스코홀딩스,본,,A1,2020.05.15,2020.05.15,2019.12.31,1000,2021.06.30,,,,전자단기사채
(주)호텔롯데,본,,A1,2020.05.15,2020.05.15,2019.12.31,5000,2021.06.30,,,,전자단기사채
에스케이씨하이테크앤마케팅(주),본,,A3,2020.05.15,2020.05.15,2019.12.31,300,2021.06.30,,,,전자단기사채
에스케이케미칼(주),본,,A2,2020.05.14,2020.05.14,2019.12.31,500,2021.06.30,,,,전자단기사채
(주)한라,본,,A3,2020.05.13,2020.05.13,2019.12.31,500,2021.06.30,,,,전자단기사채
HSD엔진(주),본,,B+,2020.05.11,2020.05.12,2019.12.31,800,2021.06.30,,,,전자단기사채
현대건설기계(주),본,,A2-,2020.05.06,2020.05.07,2019.12.31,500,2021.06.30,,,,전자단기사채
엘지이노텍(주),본,,A1,2020.04.27,2020.04.28,2019.12.31,2000,2021.06.30,,,,전자단기사채
효성중공업(주),본,,A2,2020.04.28,2020.04.28,2019.12.31,450,2021.06.30,,,,전자단기사채
(주)대우건설,본,,A2-,2020.04.24,2020.04.24,2019.12.31,2000,2021.06.30,,,,전자단기사채
(주)신원,본,,A3-,2020.04.13,2020.04.13,2019.12.31,300,2021.06.30,,,,전자단기사채
우리금융캐피탈(주),본,,A2+,2020.04.13,2020.04.13,2019.12.31,3000,2021.06.30,,,,전자단기사채
(주)한화건설,본,,A2-,2020.04.10,2020.04.10,2019.12.31,3000,2021.06.30,,,,전자단기사채
메리츠증권(주),수시,A1,A1,2020.04.01,2020.04.01,2019.12.31,35000,2020.06.30,,,,전자단기사채
신성통상(주),정기,A3-,A3-,2020.03.31,2020.03.31,2019.06.30,150,2020.12.31,,,,전자단기사채
씨제이씨지브이(주),수시,A2+,A2+↓,2020.03.27,2020.03.27,2019.12.31,1000,2020.06.30,,,,전자단기사채
하이투자증권(주),수시,A1,A1,2020.03.26,2020.03.26,2018.12.31,10000,2020.06.30,,,,전자단기사채
한국투자캐피탈(주),본,,A2,2020.03.25,2020.03.25,2018.12.31,2000,2020.06.30,,,,전자단기사채
삼성증권(주),수시,A1,A1,2020.03.20,2020.03.20,2018.12.31,20000,2020.06.30,,,,전자단기사채
신영증권(주),정기,A1,A1,2020.03.19,2020.03.19,2019.03.31,7000,2020.09.30,,,,전자단기사채
한국석유공사,본,,A1,2020.03.06,2020.03.06,2019.12.31,16830,2021.06.30,,,,전자단기사채
등록된 정보가 없습니다.,등록된 정보가 없습니다.,등록된 정보가 없습니다.,등록된 정보가 없습니다.,등록된 정보가 없습니다.,등록된 정보가 없습니다.,등록된 정보가 없습니다.,등록된 정보가 없습니다.,등록된 정보가 없습니다.,등록된 정보가 없습니다.,등록된 정보가 없습니다.,등록된 정보가 없습니다.,전자단기사채
(주)DGB캐피탈,수시,A2,A2,2020.01.09,2020.01.09,2018.12.31,3000,2020.06.30,,,,전자단기사채
한국주택금융공사,수시,A1,A1,2020.01.09,2020.01.09,2018.12.31,16500,2020.06.30,,,,전자단기사채
(주)우리카드,수시,A1,A1,2019.12.31,2019.12.31,2018.12.31,25000,2020.06.30,,,,전자단기사채
(주)호텔롯데,정기,A1,A1,2019.12.30,2019.12.31,2018.12.31,5000,2020.06.30,,,,전자단기사채
신한금융투자(주),정기,A1,A1,2019.12.31,2019.12.31,2018.12.31,30000,2020.06.30,,,,전자단기사채
파르나스호텔(주),정기,A2+,A2+,2019.12.31,2019.12.31,2018.12.31,1000,2020.06.30,,,,전자단기사채
한국증권금융(주),정기,A1,A1,2019.12.30,2019.12.31,2018.12.31,20000,2020.06.30,,,,전자단기사채
(주)신세계,정기,A1,A1,2019.12.30,2019.12.30,2018.12.31,8000,2020.06.30,,,,전자단기사채
(주)이랜드리테일,정기,A3+,A3+,2019.12.27,2019.12.30,2018.12.31,1000,2020.06.30,,,,전자단기사채
(주)이마트,정기,A1,A1,2019.12.30,2019.12.30,2018.12.31,8000,2020.06.30,,,,전자단기사채
두산중공업(주),정기,A3,A3,2019.12.27,2019.12.30,2018.12.31,10000,2020.06.30,,,,전자단기사채
씨제이씨지브이(주),정기,A2+,A2+,2019.12.27,2019.12.30,2018.12.31,1000,2020.06.30,,,,전자단기사채
엔에이치농협캐피탈(주),수시,A1,A1,2019.12.30,2019.12.30,2018.12.31,8000,2020.06.30,,,,전자단기사채
하이투자증권(주),정기,A1,A1,2019.12.30,2019.12.30,2018.12.31,10000,2020.06.30,,,,전자단기사채
한국수력원자력(주),본,,A1,2019.12.30,2019.12.30,2018.12.31,5000,2020.06.30,,,,전자단기사채
한국전력공사,정기,A1,A1,2019.12.30,2019.12.30,2018.12.31,46000,2020.06.30,,,,전자단기사채
한국주택금융공사,정기,A1,A1,2019.12.27,2019.12.30,2018.12.31,16500,2020.06.30,,,,전자단기사채
한양증권(주),정기,A2,A2,2019.12.27,2019.12.30,2018.12.31,2000,2020.06.30,,,,전자단기사채
(주)BNK투자증권,정기,A2+,A2+,2019.12.27,2019.12.27,2018.12.31,10000,2020.06.30,,,,전자단기사채
(주)이랜드월드,정기,A3,A3,2019.12.27,2019.12.27,2018.12.31,1500,2020.06.30,,,,전자단기사채
대신에프앤아이(주),정기,A2,A2,2019.12.27,2019.12.27,2018.12.31,5000,2020.06.30,,,,전자단기사채
대한해운(주),정기,A3-,A3-,2019.12.26,2019.12.27,2018.12.31,1000,2020.06.30,,,,전자단기사채
부국증권(주),정기,A2+,A2+,2019.12.27,2019.12.27,2018.12.31,9000,2020.06.30,,,,전자단기사채
예금보험공사,정기,A1,A1,2019.12.27,2019.12.27,2018.12.31,13000,2020.06.30,,,,전자단기사채
(주)경농((주)신한은행 보증),정기,A1,A1,2019.12.26,2019.12.26,2018.12.31,200,2020.04.24,,,,전자단기사채
(주)현대그린푸드,정기,A1,A1,2019.12.24,2019.12.26,2018.12.31,1000,2020.06.30,,,,전자단기사채
(주)현대백화점,정기,A1,A1,2019.12.24,2019.12.26,2018.12.31,5000,2020.06.30,,,,전자단기사채
(주)현대홈쇼핑,정기,A1,A1,2019.12.24,2019.12.26,2018.12.31,4000,2020.06.30,,,,전자단기사채
서진산업(주),정기,A3-,B+,2019.12.26,2019.12.26,2018.12.31,100,2020.06.30,,,,전자단기사채
