기업명,평정,직전등급,직전전망,현재등급,현재전망,등급결정일,등급확정일,유효기간,요지,재무,보고서,Type
(주)하나은행,본,,,AAA,Stable,2018.04.04,2018.04.04,2019.04.04,,,,기업신용평가
오씨아이(주),정기,A,Positive,A+,Stable,2018.04.04,2018.04.04,2020.02.23,,,,기업신용평가
한국지역난방공사,정기,AAA,Stable,AAA,Stable,2018.04.04,2018.04.04,2037.06.29,,,,기업신용평가
현대위아(주),정기,AA,Stable,AA,Negative,2018.04.03,2018.04.04,2023.04.11,,,,기업신용평가
(주)경남은행,본,,,AA+,Stable,2018.04.03,2018.04.03,2019.04.03,,,,기업신용평가
(주)케이비국민카드,본,,,AA+,Stable,2018.04.02,2018.04.03,2019.04.03,,,,기업신용평가
엘지전자(주),정기,AA,Stable,AA,Stable,2018.04.02,2018.04.03,2030.02.02,,,,기업신용평가
한일홀딩스(주),정기,A+,Stable,A+,Stable,2018.04.02,2018.04.03,2022.04.12,,,,기업신용평가
(주)신한금융지주회사,정기,AAA,Stable,AAA,Stable,2018.04.02,2018.04.02,2045.06.25,,,,기업신용평가
(주)한국스탠다드차타드은행,본,,,AAA,Stable,2018.04.02,2018.04.02,2019.04.02,,,,기업신용평가
대신에프앤아이(주),수시,A+,Negative,A+↓,,2018.04.02,2018.04.02,2018.06.22,,,,기업신용평가
에스케이에코플랜트(주),정기,A-,Stable,A-,Stable,2018.04.02,2018.04.02,2020.04.14,,,,기업신용평가
예금보험공사,본,,,AAA,Stable,2018.04.02,2018.04.02,2019.04.02,,,,기업신용평가
한국증권금융(주),본,,,AAA,Stable,2018.04.02,2018.04.02,2019.04.02,,,,기업신용평가
노무라금융투자(주),본,,,AA-,Stable,2018.03.30,2018.03.30,2019.03.30,,,,기업신용평가
농협은행(주),본,,,AAA,Stable,2018.03.30,2018.03.30,2018.04.22,,,,기업신용평가
엘지이노텍(주),정기,AA-,Stable,AA-,Stable,2018.03.30,2018.03.30,2022.02.13,,,,기업신용평가
한미약품(주),정기,A+,Stable,A+,Stable,2018.03.30,2018.03.30,2020.04.13,,,,기업신용평가
(주)대한항공,정기,BBB+,Negative,BBB+,Stable,2018.03.29,2018.03.29,2019.12.13,,,,기업신용평가
씨제이(주),정기,AA-,Stable,AA-,Stable,2018.03.29,2018.03.29,2018.04.09,,,,기업신용평가
중국은행서울지점,본,,,AAA,Stable,2018.03.29,2018.03.29,2019.03.29,,,,기업신용평가
현대글로비스(주),수시,AA,Stable,AA↑,,2018.03.29,2018.03.29,2018.10.27,,,,기업신용평가
해태제과식품(주),정기,A,Stable,A,Stable,2018.03.28,2018.03.28,2020.07.20,,,,기업신용평가
한솔테크닉스(주),정기,BBB,Positive,BBB+,Stable,2018.03.27,2018.03.27,2019.09.11,,,,기업신용평가
(주)에프티이앤이,수시,B-,Stable,B-↓,,2018.03.26,2018.03.26,2019.06.13,,,,기업신용평가
(주)엠유에프지은행 서울지점,본,,,AAA,Stable,2018.03.23,2018.03.26,2019.03.26,,,,기업신용평가
(주)트레이스,수시,B-,Stable,B-↓,,2018.03.26,2018.03.26,2020.06.26,,,,기업신용평가
디엘(주),정기,A+,Stable,A+,Stable,2018.03.26,2018.03.26,2019.10.07,,,,기업신용평가
(주)한솔케미칼,정기,A,Stable,A,Stable,2018.03.23,2018.03.23,2018.12.20,,,,기업신용평가
에스케이매직(주),정기,A,Stable,A,Stable,2018.03.23,2018.03.23,2018.08.03,,,,기업신용평가
에스케이인천석유화학(주),정기,A+,Positive,AA-,Stable,2018.03.20,2018.03.20,2024.03.30,,,,기업신용평가
동국제강(주),본,,,BBB-,Stable,2018.03.16,2018.03.16,2019.03.16,,,,기업신용평가
교통은행서울지점,본,,,AAA,Stable,2018.03.15,2018.03.15,2019.03.15,,,,기업신용평가
HSD엔진(주),수시,BBB+,Negative,BBB+↓,,2018.03.14,2018.03.14,2019.04.15,,,,기업신용평가
동화기업(주),본,,,A-,Stable,2018.02.28,2018.03.02,2019.03.02,,,,기업신용평가
DB금융투자(주),수시,A+,Negative,A,Stable,2018.02.28,2018.02.28,2018.06.01,,,,기업신용평가
롯데쇼핑(주),수시,AA+,Stable,AA+,Negative,2018.02.26,2018.02.26,2043.11.08,,,,기업신용평가
롯데카드(주),수시,AA,Stable,AA,Negative,2018.02.26,2018.02.26,2018.04.29,,,,기업신용평가
현대차증권(주),본,,,A+,Stable,2018.02.26,2018.02.26,2019.02.26,,,,기업신용평가
한국콜마(주),수시,A,Stable,A↓,,2018.02.22,2018.02.22,2021.06.19,,,,기업신용평가
에스케이실트론(주),수시,A-,Stable,A-,Positive,2018.02.08,2018.02.08,2020.02.22,,,,기업신용평가
(주)한화,수시,A,Stable,A,Positive,2018.01.25,2018.01.25,2020.06.08,,,,기업신용평가
페이퍼코리아(주),수시,B-↓,,B,Stable,2018.01.24,2018.01.25,2021.01.21,,,,기업신용평가
(주)코아시아홀딩스,수시,BB-,Stable,취소,,2018.01.24,2018.01.24,2020.04.21,,,,기업신용평가
동양네트웍스(주),수시,B,Stable,취소,,2018.01.24,2018.01.24,2021.11.14,,,,기업신용평가
엘지엔시스(주),수시,A+,Stable,A+↑,,2018.01.18,2018.01.18,2020.05.29,,,,기업신용평가
대한토지신탁(주),본,,,A-,Stable,2018.01.17,2018.01.17,2019.01.17,,,,기업신용평가
롯데칠성음료(주),수시,AA+,Stable,AA+,Negative,2018.01.05,2018.01.08,2024.04.21,,,,기업신용평가
상호저축은행중앙회,수시,AA+,Stable,AA+,Stable,2018.01.05,2018.01.05,2018.11.30,,,,기업신용평가
(주)리드코프,수시,BBB,Negative,BBB-,Stable,2017.12.28,2017.12.29,2018.06.30,,,,기업신용평가
신풍제약(주),본,,,BBB,Stable,2017.12.29,2017.12.29,2018.12.29,,,,기업신용평가
중국공상은행서울지점,본,,,AAA,Stable,2017.12.29,2017.12.29,2018.12.29,,,,기업신용평가
(주)안전대부,수시,B-,Stable,B-,Negative,2017.12.28,2017.12.28,2018.04.07,,,,기업신용평가
현대비앤지스틸(주),수시,A-,Stable,A-,Positive,2017.12.28,2017.12.28,2019.02.26,,,,기업신용평가
(주)이수화학,본,,,BBB-,Stable,2017.12.26,2017.12.27,2018.12.27,,,,기업신용평가
두산중공업(주),수시,A-,Negative,BBB+,Stable,2017.12.26,2017.12.27,2022.05.04,,,,기업신용평가
동국산업(주),본,,,BBB+,Stable,2017.12.26,2017.12.26,2018.12.26,,,,기업신용평가
아시아나항공(주),수시,BBB,Negative,BBB-,Stable,2017.12.22,2017.12.22,2019.01.31,,,,기업신용평가
(주)한솔케미칼,본,,,A,Stable,2017.12.20,2017.12.20,2018.12.20,,,,기업신용평가
두산인프라코어(주),수시,BBB,Negative,BBB,Stable,2017.12.18,2017.12.18,2022.08.01,,,,기업신용평가
(주)조선호텔앤리조트,수시,A,Stable,취소,,2017.12.15,2017.12.15,2020.04.21,,,,기업신용평가
웅진에너지(주),수시,CCC,Stable,B+,Stable,2017.12.14,2017.12.14,2019.12.19,,,,기업신용평가
한화토탈(주),수시,AA-,Stable,AA-,Positive,2017.12.14,2017.12.14,2022.04.27,,,,기업신용평가
오씨아이(주),수시,A,Stable,A,Positive,2017.12.11,2017.12.12,2020.02.23,,,,기업신용평가
화이트코리아산업(주),본,,,B,Stable,2017.12.11,2017.12.11,2018.12.11,,,,기업신용평가
삼성중공업(주),수시,A-,Negative,BBB+↓,,2017.12.07,2017.12.08,2018.02.12,,,,기업신용평가
(주)한국씨티은행,수시,AAA,Negative,AAA,Stable,2017.12.06,2017.12.06,2036.08.01,,,,기업신용평가
롯데엠시시(주),본,,,A+,Stable,2017.12.01,2017.12.01,2018.12.01,,,,기업신용평가
에스케이디스커버리(주),수시,A,Stable,취소,,2017.12.01,2017.12.01,2022.07.26,,,,기업신용평가
엔에이치농협캐피탈(주),수시,A+,Stable,A+,Positive,2017.12.01,2017.12.01,2021.10.12,,,,기업신용평가
중국농업은행서울지점,본,,,AAA,Stable,2017.12.01,2017.12.01,2018.12.01,,,,기업신용평가
동두천드림파워(주),수시,A,Negative,A-,Negative,2017.11.30,2017.11.30,2018.08.28,,,,기업신용평가
한화에스앤씨(주),본,,,A,Stable,2017.11.28,2017.11.28,2018.11.28,,,,기업신용평가
유안타증권(주),수시,A,Stable,A,Positive,2017.11.27,2017.11.27,2018.06.28,,,,기업신용평가
한국항공우주산업(주),수시,AA-↓,,AA-,Negative,2017.11.20,2017.11.20,2022.05.31,,,,기업신용평가
에스케이하이닉스(주),수시,AA-,Stable,AA-,Positive,2017.11.15,2017.11.15,2023.02.19,,,,기업신용평가
현대자동차(주),본,,,AAA,Stable,2017.11.10,2017.11.13,2018.10.21,,,,기업신용평가
대한광통신(주),수시,BB,Positive,BB+,Stable,2017.10.31,2017.10.31,2018.04.14,,,,기업신용평가
현대글로비스(주),본,,,AA,Stable,2017.10.27,2017.10.27,2018.10.27,,,,기업신용평가
롯데지주(주),수시,AA+,Stable,취소,,2017.10.24,2017.10.24,2020.11.27,,,,기업신용평가
(주)엘아이지,본,,,A+,Stable,2017.10.20,2017.10.20,2018.10.20,,,,기업신용평가
화이트코리아(주),본,,,B+,Stable,2017.10.17,2017.10.17,2018.10.17,,,,기업신용평가
아주스틸(주),수시,BB-,Stable,BB-,Positive,2017.10.13,2017.10.16,2017.11.10,,,,기업신용평가
한전케이피에스(주),본,,,AA,Stable,2017.10.13,2017.10.13,2018.10.13,,,,기업신용평가
아이엔지은행서울지점,본,,,AAA,Stable,2017.09.29,2017.09.29,2018.04.29,,,,기업신용평가
시앤디(주),본,,,CCC,Stable,2017.09.28,2017.09.28,2018.09.28,,,,기업신용평가
신영증권(주),정기,AA-,Stable,AA-,Stable,2017.09.28,2017.09.28,2018.05.18,,,,기업신용평가
노무라금융투자(주),정기,AA-,Stable,AA-,Stable,2017.09.27,2017.09.27,2017.11.30,,,,기업신용평가
제주관광공사,본,,,AA,Stable,2017.09.06,2017.09.07,2018.09.07,,,,기업신용평가
(주)한국스탠다드차타드은행,수시,AA+,Stable,AA+,Positive,2017.08.31,2017.08.31,2018.04.01,,,,기업신용평가
한국항공우주산업(주),수시,AA-,Positive,AA-↓,,2017.08.16,2017.08.16,2022.05.31,,,,기업신용평가
메리츠캐피탈(주),수시,A,Stable,A,Positive,2017.08.09,2017.08.10,2018.06.19,,,,기업신용평가
에스케이매직(주),본,,,A,Stable,2017.08.03,2017.08.03,2018.08.03,,,,기업신용평가
농협금융지주(주),본,,,AAA,Stable,2017.08.02,2017.08.02,2018.07.29,,,,기업신용평가
에이치디씨아이파크몰(주),본,,,BB,Stable,2017.08.01,2017.08.01,2018.08.01,,,,기업신용평가
엘에스오토모티브(주),수시,A-,Stable,취소,,2017.07.31,2017.07.31,2018.04.05,,,,기업신용평가
중소벤처기업진흥공단,본,,,AAA,Stable,2017.07.26,2017.07.26,2018.04.24,,,,기업신용평가
(주)오에스비저축은행,본,,,BBB,Stable,2017.07.21,2017.07.24,2018.07.11,,,,기업신용평가
페이퍼코리아(주),수시,BB-,Negative,B-↓,,2017.07.24,2017.07.24,2021.01.21,,,,기업신용평가
한화디펜스(주),본,,,AA-,Stable,2017.07.21,2017.07.21,2018.07.21,,,,기업신용평가
석도국제훼리(주),본,,,BB-,Stable,2017.07.14,2017.07.17,2018.07.17,,,,기업신용평가
(주)광주은행,본,,,AA+,Stable,2017.07.13,2017.07.13,2018.06.10,,,,기업신용평가
광동제약(주),본,,,A,Stable,2017.07.12,2017.07.13,2018.07.13,,,,기업신용평가
(주)안전대부,수시,B-,Stable,B-,Stable,2017.07.07,2017.07.07,2018.04.07,,,,기업신용평가
쌍용건설(주),본,,,BBB,Stable,2017.07.07,2017.07.07,2018.06.20,,,,기업신용평가
(주)디엠에스,정기,BB,Stable,BB,Stable,2017.07.04,2017.07.04,2017.12.18,,,,기업신용평가
웅진에너지(주),정기,CCC,Stable,CCC,Stable,2017.06.30,2017.07.03,2019.12.19,,,,기업신용평가
(주)JB금융지주,본,,,AA+,Stable,2017.06.30,2017.06.30,2018.06.28,,,,기업신용평가
(주)대웅제약,정기,AA-,Negative,A+,Stable,2017.06.29,2017.06.30,2019.10.31,,,,기업신용평가
(주)리드코프,본,,,BBB,Negative,2017.06.30,2017.06.30,2018.06.30,,,,기업신용평가
(주)메타랩스,정기,B+,Stable,B,Stable,2017.06.30,2017.06.30,2019.12.27,,,,기업신용평가
(주)서한,본,,,BBB-,Stable,2017.06.30,2017.06.30,2018.06.30,,,,기업신용평가
(주)신성이엔지,정기,BB-,Stable,BB-,Stable,2017.06.30,2017.06.30,2018.09.29,,,,기업신용평가
(주)조선호텔앤리조트,정기,A,Stable,A,Stable,2017.06.30,2017.06.30,2020.04.21,,,,기업신용평가
(주)지투하이소닉,정기,B,Stable,B,Stable,2017.06.30,2017.06.30,2021.05.19,,,,기업신용평가
(주)코람코자산신탁,본,,,A,Stable,2017.06.30,2017.06.30,2018.06.27,,,,기업신용평가
(주)코아시아홀딩스,정기,BB-,Stable,BB-,Stable,2017.06.29,2017.06.30,2020.04.21,,,,기업신용평가
(주)파루,정기,B+,Stable,B,Stable,2017.06.29,2017.06.30,2020.10.23,,,,기업신용평가
(주)한화건설,정기,BBB+,Stable,BBB+,Stable,2017.06.29,2017.06.30,2021.06.03,,,,기업신용평가
농협금융지주(주),정기,AAA,Stable,AAA,Stable,2017.06.30,2017.06.30,2017.08.01,,,,기업신용평가
대신에프앤아이(주),정기,A+,Negative,A+,Negative,2017.06.30,2017.06.30,2018.06.22,,,,기업신용평가
대한해운(주),수시,BBB↓,,취소,,2017.06.30,2017.06.30,2017.08.31,,,,기업신용평가
동원산업(주),정기,AA-,Stable,AA-,Stable,2017.06.30,2017.06.30,2021.10.28,,,,기업신용평가
롯데렌탈(주),정기,AA-,Stable,AA-,Stable,2017.06.30,2017.06.30,2022.05.31,,,,기업신용평가
롯데하이마트(주),정기,AA-,Stable,AA-,Stable,2017.06.30,2017.06.30,2022.10.28,,,,기업신용평가
바이온(주),정기,B-,Stable,B-,Stable,2017.06.30,2017.06.30,2019.08.10,,,,기업신용평가
부산관광공사,정기,AA-,Stable,AA-,Stable,2017.06.29,2017.06.30,2017.09.29,,,,기업신용평가
씨제이프레시웨이(주),정기,A,Stable,A,Stable,2017.06.30,2017.06.30,2020.01.25,,,,기업신용평가
아시아나항공(주),정기,BBB,Negative,BBB,Negative,2017.06.29,2017.06.30,2019.01.31,,,,기업신용평가
아이원스(주),정기,BB-,Stable,BB-,Stable,2017.06.29,2017.06.30,2019.01.21,,,,기업신용평가
양우건설(주),수시,BB+,Stable,취소,,2017.06.30,2017.06.30,2018.05.26,,,,기업신용평가
에스케이하이닉스(주),정기,AA-,Stable,AA-,Stable,2017.06.29,2017.06.30,2023.02.19,,,,기업신용평가
엘에스엠트론(주),정기,A+,Negative,A+,Negative,2017.06.29,2017.06.30,2020.04.17,,,,기업신용평가
엘지엔시스(주),정기,A+,Stable,A+,Stable,2017.06.30,2017.06.30,2020.05.29,,,,기업신용평가
원창건설(주),수시,B,Stable,취소,,2017.06.30,2017.06.30,2017.10.14,,,,기업신용평가
중소벤처기업진흥공단,정기,AAA,Stable,AAA,Stable,2017.06.30,2017.06.30,2017.07.25,,,,기업신용평가
천경해운(주),정기,BB,Stable,BB,Stable,2017.06.30,2017.06.30,2018.10.27,,,,기업신용평가
한국도로공사,정기,AAA,Stable,AAA,Stable,2017.06.30,2017.06.30,2047.02.17,,,,기업신용평가
한국중부발전(주),정기,AAA,Stable,AAA,Stable,2017.06.30,2017.06.30,2037.08.03,,,,기업신용평가
현대건설(주),정기,AA-,Stable,AA-,Stable,2017.06.30,2017.06.30,2023.11.08,,,,기업신용평가
(주)디비메탈,정기,CCC,Stable,CCC,Stable,2017.06.29,2017.06.29,2022.09.12,,,,기업신용평가
(주)사파이어테크놀로지,수시,B-,Stable,취소,,2017.06.29,2017.06.29,2045.08.26,,,,기업신용평가
(주)에스알,정기,AA+,Stable,AA+,Stable,2017.06.29,2017.06.29,2023.06.28,,,,기업신용평가
(주)엔씨소프트,정기,AA-,Stable,AA-,Stable,2017.06.29,2017.06.29,2019.01.29,,,,기업신용평가
(주)엘에스네트웍스,정기,A-,Negative,BBB+,Stable,2017.06.29,2017.06.29,2018.10.30,,,,기업신용평가
(주)장보고식자재마트,정기,BB-,Stable,BB-,Stable,2017.06.29,2017.06.29,2018.05.26,,,,기업신용평가
(주)케이티,정기,AAA,Stable,AAA,Stable,2017.06.29,2017.06.29,2036.01.28,,,,기업신용평가
(주)포스코플랜텍,정기,CC,Stable,CC,Stable,2017.06.29,2017.06.29,2017.09.13,,,,기업신용평가
(주)한라홀딩스,정기,A,Stable,A,Stable,2017.06.29,2017.06.29,2021.03.04,,,,기업신용평가
네이처브리지(주),수시,B,Stable,취소,,2017.06.29,2017.06.29,2018.02.23,,,,기업신용평가
동부제철(주),정기,CCC,Stable,CCC,Stable,2017.06.29,2017.06.29,2018.03.09,,,,기업신용평가
두산건설(주),정기,BB+,Negative,BB+,Negative,2017.06.29,2017.06.29,2020.03.21,,,,기업신용평가
롯데지주(주),정기,AA+,Stable,AA+,Stable,2017.06.29,2017.06.29,2020.11.27,,,,기업신용평가
아이엔지은행서울지점,정기,AAA,Stable,AAA,Stable,2017.06.29,2017.06.29,2017.09.30,,,,기업신용평가
에스케이실트론(주),정기,A-,Stable,A-,Stable,2017.06.29,2017.06.29,2020.02.22,,,,기업신용평가
하이호경금속(주),정기,BB,Stable,BB,Stable,2017.06.29,2017.06.29,2018.11.24,,,,기업신용평가
한미약품(주),정기,A+,Stable,A+,Stable,2017.06.28,2017.06.29,2020.04.13,,,,기업신용평가
화성도시공사,정기,AA,Stable,AA,Stable,2017.06.29,2017.06.29,2018.12.01,,,,기업신용평가
(주)대림,정기,A,Stable,A,Stable,2017.06.27,2017.06.28,2019.11.01,,,,기업신용평가
(주)마니커,정기,BB,Stable,BB,Stable,2017.06.27,2017.06.28,2017.10.29,,,,기업신용평가
(주)에스앤지컨설턴트,정기,CCC,Stable,CCC,Stable,2017.06.28,2017.06.28,2017.10.01,,,,기업신용평가
(주)이수화학,정기,BBB-,Stable,BBB-,Stable,2017.06.27,2017.06.28,2017.12.26,,,,기업신용평가
(주)현대백화점,정기,AA+,Stable,AA+,Stable,2017.06.28,2017.06.28,2018.11.04,,,,기업신용평가
동두천드림파워(주),정기,A,Negative,A,Negative,2017.06.28,2017.06.28,2018.08.28,,,,기업신용평가
성화식품(주),수시,BB,Stable,취소,,2017.06.28,2017.06.28,2017.10.29,,,,기업신용평가
유안타증권(주),본,,,A,Stable,2017.06.28,2017.06.28,2018.06.28,,,,기업신용평가
충북개발공사,정기,AA+,Stable,AA+,Stable,2017.06.28,2017.06.28,2017.06.30,,,,기업신용평가
현대글로비스(주),정기,AA,Stable,AA,Stable,2017.06.28,2017.06.28,2017.10.21,,,,기업신용평가
(주)STX,정기,CC,Stable,CC,Stable,2017.06.27,2017.06.27,2017.12.31,,,,기업신용평가
(주)에프티이앤이,정기,B-,Stable,B-,Stable,2017.06.27,2017.06.27,2019.06.13,,,,기업신용평가
(주)케이씨씨,정기,AA,Stable,AA,Stable,2017.06.27,2017.06.27,2020.09.12,,,,기업신용평가
(주)포스코건설,정기,A+,Negative,A,Stable,2017.06.27,2017.06.27,2019.03.13,,,,기업신용평가
(주)하나금융지주,정기,AAA,Stable,AAA,Stable,2017.06.27,2017.06.27,2021.03.17,,,,기업신용평가
(주)흥화,본,,,BBB,Stable,2017.06.27,2017.06.27,2018.06.27,,,,기업신용평가
교통은행서울지점,정기,AAA,Stable,AAA,Stable,2017.06.27,2017.06.27,2018.03.15,,,,기업신용평가
대한석탄공사,정기,AA+,Stable,AA+,Stable,2017.06.27,2017.06.27,2020.09.17,,,,기업신용평가
롯데글로벌로지스(주),정기,A-,Stable,A-,Stable,2017.06.27,2017.06.27,2020.03.03,,,,기업신용평가
롯데로지스틱스(주),정기,A+,Stable,A+,Stable,2017.06.27,2017.06.27,2017.11.27,,,,기업신용평가
삼성물산(주),정기,AA+,Stable,AA+,Stable,2017.06.27,2017.06.27,2020.12.01,,,,기업신용평가
씨제이(주),정기,AA-,Stable,AA-,Stable,2017.06.27,2017.06.27,2018.04.09,,,,기업신용평가
중국농업은행서울지점,정기,AAA,Stable,AAA,Stable,2017.06.27,2017.06.27,2017.12.02,,,,기업신용평가
중국은행서울지점,정기,AAA,Stable,AAA,Stable,2017.06.27,2017.06.27,2017.11.02,,,,기업신용평가
한국가스공사,정기,AAA,Stable,AAA,Stable,2017.06.27,2017.06.27,2044.08.22,,,,기업신용평가
해태제과식품(주),정기,A,Stable,A,Stable,2017.06.27,2017.06.27,2020.07.20,,,,기업신용평가
(주)동원엔터프라이즈,정기,A+,Stable,A+,Stable,2017.06.26,2017.06.26,2020.09.17,,,,기업신용평가
(주)엘지유플러스,정기,AA,Stable,AA,Stable,2017.06.26,2017.06.26,2026.01.26,,,,기업신용평가
(주)우룡,본,,,BB-,Stable,2017.06.26,2017.06.26,2018.06.26,,,,기업신용평가
(주)우리홈쇼핑,정기,AA-,Stable,AA-,Stable,2017.06.26,2017.06.26,2017.11.23,,,,기업신용평가
(주)현대케피코,정기,A+,Stable,A+,Stable,2017.06.26,2017.06.26,2020.11.03,,,,기업신용평가
기아(주),정기,AA+,Stable,AA+,Stable,2017.06.26,2017.06.26,2024.02.15,,,,기업신용평가
부산항만공사,정기,AAA,Stable,AAA,Stable,2017.06.26,2017.06.26,2036.09.06,,,,기업신용평가
여수광양항만공사,정기,AAA,Stable,AAA,Stable,2017.06.26,2017.06.26,2023.03.13,,,,기업신용평가
울산항만공사,정기,AAA,Stable,AAA,Stable,2017.06.26,2017.06.26,2026.11.15,,,,기업신용평가
인천항만공사,정기,AAA,Stable,AAA,Stable,2017.06.26,2017.06.26,2033.10.23,,,,기업신용평가
